Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Summer-land,2 day mean running average,3 day mean running average,7 day mean running average,,14 day mean running average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 day mean temperature (7 day average),,,,,,,Historical average  1981  2010,,Date,Historical average  1981-2010,Temperature difference from historical average (°C),,,,,,,7 day avg mean temp (°C)
28/05/2015,2015,5,28,29.8,9.5,19.7,,18.8,18.3,18.5,10.8,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2015,2015,5,29,27.4,14.8,21.1,,20.4,19.6,18.7,11.4,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2015,2015,5,30,27.9,12.7,20.3,,20.7,20.4,18.7,11.5,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2015,2015,5,31,26.1,10.9,18.5,,19.4,20,18.7,11.3,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2015,2015,6,1,27.2,13.1,20.2,,19.4,19.7,19.3,11.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2015,2015,6,2,19.1,14.5,16.8,,18.5,18.5,19.2,12,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2015,2015,6,3,17,12.6,14.8,,15.8,17.3,18.8,12.6,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2015,2015,6,4,24.2,12.4,18.3,,16.6,16.6,18.6,13,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2015,2015,6,5,27.2,9.7,18.5,,18.4,17.2,18.2,12.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2015,2015,6,6,28.8,11.3,20.1,,19.3,19,18.2,12.1,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2015,2015,6,7,33.8,13.1,23.5,,21.8,20.7,18.9,12.4,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2015,2015,6,8,36.7,12.7,24.7,,24.1,22.8,19.5,12.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2015,2015,6,9,32.9,12.5,22.7,,23.7,23.6,20.4,12,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2015,2015,6,10,31.9,12.5,22.2,,22.5,23.2,21.4,12,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2015,2015,6,11,31,9.8,20.4,,21.3,21.8,21.7,11.7,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2015,2015,6,12,21.8,9,15.4,,17.9,19.3,21.3,11.6,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2015,2015,6,13,24.4,3.7,14.1,,14.8,16.6,20.4,10.5,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2015,2015,6,14,26.7,8,17.4,,15.8,15.6,19.6,9.7,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2015,2015,6,15,28.1,10.4,19.3,,18.4,16.9,18.8,9.4,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2015,2015,6,16,31.5,9.6,20.6,,20,19.1,18.5,9,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2015,2015,6,17,30.9,12.2,21.6,,21.1,20.5,18.4,9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2015,2015,6,18,27,15,21,,21.3,21.1,18.5,9.7,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2015,2015,6,19,25.9,15.5,20.7,,20.9,21.1,19.2,10.6,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2015,2015,6,20,25.5,7.7,16.6,,18.7,19.4,19.6,11.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2015,2015,6,21,25.5,8.9,17.2,,16.9,18.2,19.6,11.3,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2015,2015,6,22,28.9,9.9,19.4,,18.3,17.7,19.6,11.3,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2015,2015,6,23,29.1,12.9,21,,20.2,19.2,19.6,11.7,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2015,2015,6,24,30.7,12.7,21.7,,21.4,20.7,19.7,11.8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2015,2015,6,25,33.6,13,23.3,,22.5,22,20,11.5,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2015,2015,6,26,34.4,18.2,26.3,,24.8,23.8,20.8,11.9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2015,2015,6,27,36.2,17.3,26.8,,26.6,25.5,22.2,13.3,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2015,2015,6,28,36.4,16.6,26.5,,26.7,26.5,23.6,14.4,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2015,2015,6,29,30.1,20.3,25.2,,25.9,26.2,24.4,15.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2015,2015,6,30,32.9,16,24.5,,24.9,25.4,24.9,16.3,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2015,2015,7,1,32.3,19.8,26.1,,25.3,25.3,25.5,17.3,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2015,2015,7,2,34.8,16,25.4,,25.8,25.3,25.8,17.7,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2015,2015,7,3,36.9,17.6,27.3,,26.4,26.3,26,17.7,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2015,2015,7,4,34.6,18.6,26.6,,27,26.4,25.9,17.8,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2015,2015,7,5,32.5,16.1,24.3,,25.5,26.1,25.6,17.8,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2015,2015,7,6,32.7,12.6,22.7,,23.5,24.5,25.3,16.7,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2015,2015,7,7,35.9,17.8,26.9,,24.8,24.6,25.6,16.9,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2015,2015,7,8,36.9,12.8,24.9,,25.9,24.8,25.4,15.9,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2015,2015,7,9,36.1,15,25.6,,25.3,25.8,25.5,15.8,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2015,2015,7,10,33.7,18.5,26.1,,25.9,25.5,25.3,15.9,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2015,2015,7,11,28.7,16.7,22.7,,24.4,24.8,24.7,15.6,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2015,2015,7,12,26.7,16.3,21.5,,22.1,23.4,24.3,15.7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2015,2015,7,13,28.7,15.8,22.3,,21.9,22.2,24.3,16.1,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2015,2015,7,14,30.2,12.4,21.3,,21.8,21.7,23.5,15.4,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2015,2015,7,15,29.7,14.4,22.1,,21.7,21.9,23.1,15.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2015,2015,7,16,26.7,16.9,21.8,,22,21.7,22.5,15.9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2015,2015,7,17,29.8,13.6,21.7,,21.8,21.9,21.9,15.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2015,2015,7,18,32.6,15.4,24,,22.9,22.5,22.1,15,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2015,2015,7,19,36.2,14,25.1,,24.6,23.6,22.6,14.6,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2015,2015,7,20,37.5,18.5,28,,26.6,25.7,23.4,15,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2015,2015,7,21,29.8,11.8,20.8,,24.4,24.6,23.4,14.9,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2015,2015,7,22,28.4,12.7,20.6,,20.7,23.1,23.1,14.7,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2015,2015,7,23,29.3,14.3,21.8,,21.2,21.1,23.1,14.3,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2015,2015,7,24,27,13.7,20.4,,21.1,20.9,23,14.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2015,2015,7,25,24.6,15.3,20,,20.2,20.7,22.4,14.3,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2015,2015,7,26,23.4,11.6,17.5,,18.8,19.3,21.3,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2015,2015,7,27,26,10.9,18.5,,18,18.7,19.9,12.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2015,2015,7,28,28.5,11.2,19.9,,19.2,18.6,19.8,12.8,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2015,2015,7,29,32.3,11.1,21.7,,20.8,20,20,12.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2015,2015,7,30,32.6,12.1,22.4,,22.1,21.3,20.1,12.3,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2015,2015,7,31,34.2,11.1,22.7,,22.6,22.3,20.4,11.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2015,2015,8,1,35.4,13.3,24.4,,23.6,23.2,21,11.6,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2015,2015,8,2,34.4,12.6,23.5,,24,23.5,21.9,11.8,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2015,2015,8,3,31.4,20.5,26,,24.8,24.6,22.9,13.1,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2015,2015,8,4,31.2,14.4,22.8,,24.4,24.1,23.4,13.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2015,2015,8,5,23.8,10,16.9,,19.9,21.9,22.7,13.4,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2015,2015,8,6,25.6,12.9,19.3,,18.1,19.7,22.2,13.5,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2015,2015,8,7,30.1,10.3,20.2,,19.8,18.8,21.9,13.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/08/2015,2015,8,8,31.8,14.1,23,,21.6,20.8,21.7,13.5,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2015,2015,8,9,30.7,15.5,23.1,,23.1,22.1,21.6,14,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2015,2015,8,10,30.7,17,23.9,,23.5,23.3,21.3,13.5,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2015,2015,8,11,32.5,16.2,24.4,,24.2,23.8,21.5,13.7,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2015,2015,8,12,32.4,15.5,24,,24.2,24.1,22.6,14.5,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2015,2015,8,13,35.8,14.6,25.2,,24.6,24.5,23.4,14.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/08/2015,2015,8,14,32.8,15,23.9,,24.6,24.4,23.9,15.4,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2015,2015,8,15,23.6,16.4,20,,22,23,23.5,15.7,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2015,2015,8,16,28.9,10.2,19.6,,19.8,21.2,23,15,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2015,2015,8,17,30.2,13.8,22,,20.8,20.5,22.7,14.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2015,2015,8,18,31.3,13.1,22.2,,22.1,21.3,22.4,14.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2015,2015,8,19,35.5,10.2,22.9,,22.6,22.4,22.3,13.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2015,2015,8,20,33.7,12.6,23.2,,23.1,22.8,22,13,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/2015,2015,8,21,22.1,14,18.1,,20.7,21.4,21.1,12.9,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2015,2015,8,22,27.2,6.6,16.9,,17.5,19.4,20.7,11.5,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2015,2015,8,23,26.9,8.7,17.8,,17.4,17.6,20.4,11.3,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2015,2015,8,24,26.6,9.9,18.3,,18.1,17.7,19.9,10.7,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2015,2015,8,25,25.6,11.7,18.7,,18.5,18.3,19.4,10.5,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2015,2015,8,26,25.5,9.4,17.5,,18.1,18.2,18.6,10.4,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2015,2015,8,27,32.8,9.3,21.1,,19.3,19.1,18.3,9.9,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2015,2015,8,28,26.4,15.9,21.2,,21.2,19.9,18.8,10.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2015,2015,8,29,25.7,16.5,21.1,,21.2,21.1,19.4,11.6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2015,2015,8,30,21.1,12.9,17,,19.1,19.8,19.3,12.2,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2015,2015,8,31,19.6,15.6,17.6,,17.3,18.6,19.2,13,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2015,2015,9,1,21.9,14,18,,17.8,17.5,19.1,13.4,19.2,-16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2015,2015,9,2,22.3,10.7,16.5,,17.3,17.4,18.9,13.6,18.8,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2015,2015,9,3,20.6,7.6,14.1,,15.3,16.2,17.9,13.3,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2015,2015,9,4,20.5,7.6,14.1,,14.1,14.9,16.9,12.1,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2015,2015,9,5,19,8.9,14,,14.1,14.1,15.9,11,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2015,2015,9,6,21.4,2.3,11.9,,13,13.3,15.2,9.5,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2015,2015,9,7,22.6,6.3,14.5,,13.2,13.5,14.7,8.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2015,2015,9,8,20.7,11.7,16.2,,15.4,14.2,14.5,7.9,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2015,2015,9,9,22.8,10.6,16.7,,16.5,15.8,14.5,7.9,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2015,2015,9,10,24.9,9.2,17.1,,16.9,16.7,14.9,8.1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2015,2015,9,11,26,10.4,18.2,,17.7,17.3,15.5,8.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2015,2015,9,12,29.1,9.5,19.3,,18.8,18.2,16.3,8.6,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2015,2015,9,13,26.9,14.3,20.6,,20,19.4,17.5,10.3,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2015,2015,9,14,18.2,7.7,13,,16.8,17.6,17.3,10.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2015,2015,9,15,19.1,5,12.1,,12.6,15.2,16.7,9.5,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2015,2015,9,16,21,5,13,,12.6,12.7,16.2,8.7,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2015,2015,9,17,19.2,3.9,11.6,,12.3,12.2,15.4,8,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2015,2015,9,18,21,10.6,15.8,,13.7,13.5,15.1,8,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2015,2015,9,19,20.8,15.3,18.1,,17,15.2,14.9,8.8,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2015,2015,9,20,28.8,16.2,22.5,,20.3,18.8,15.2,9.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/2015,2015,9,21,19.8,7.5,13.7,,18.1,18.1,15.3,9.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2015,2015,9,22,19.4,3.1,11.3,,12.5,15.8,15.1,8.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2015,2015,9,23,23,2.5,12.8,,12.1,12.6,15.1,8.4,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2015,2015,9,24,25.1,3.7,14.4,,13.6,12.8,15.5,8.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2015,2015,9,25,21,11.7,16.4,,15.4,14.5,15.6,8.6,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,2015,9,26,19.7,4.8,12.3,,14.4,14.4,14.8,7.1,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2015,2015,9,27,18.8,1.7,10.3,,11.3,13,13,5,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2015,2015,9,28,18.2,3.9,11.1,,10.7,11.2,12.7,4.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2015,2015,9,29,19,2.5,10.8,,11,10.7,12.6,4.4,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2015,2015,9,30,20.4,2.1,11.3,,11.1,11.1,12.4,4.3,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2015,2015,10,1,21.3,6.2,13.8,,12.6,12,12.3,4.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2015,2015,10,2,15.6,4.5,10.1,,12,11.7,11.4,3.7,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,2015,10,3,17.1,9,13.1,,11.6,12.3,11.5,4.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2015,2015,10,4,16.9,3.3,10.1,,11.6,11.1,11.5,4.5,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2015,2015,10,5,16.1,3,9.6,,9.9,10.9,11.3,4.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2015,2015,10,6,17.2,1.8,9.5,,9.6,9.7,11.1,4.3,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2015,2015,10,7,14.9,7.4,11.2,,10.4,10.1,11.1,5,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2015,2015,10,8,17.4,13.4,15.4,,13.3,12,11.3,6.1,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/2015,2015,10,9,20.6,13.5,17.1,,16.3,14.6,12.3,7.3,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2015,2015,10,10,19.6,13.1,16.4,,16.8,16.3,12.8,7.9,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2015,2015,10,11,19.3,10,14.7,,15.6,16.1,13.4,8.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,2015,10,12,19.3,5.6,12.5,,13.6,14.5,13.8,9.3,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2015,2015,10,13,17.5,5.7,11.6,,12.1,12.9,14.1,9.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2015,2015,10,14,15.8,2,8.9,,10.3,11,13.8,9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2015,2015,10,15,15.1,2.8,9,,9,9.8,12.9,7.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2015,2015,10,16,16.5,3,9.8,,9.4,9.2,11.8,6,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,2015,10,17,17.9,3.4,10.7,,10.3,9.8,11,4.6,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2015,2015,10,18,15.9,9,12.5,,11.6,11,10.7,4.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2015,2015,10,19,19,10.6,14.8,,13.7,12.7,11,5.2,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2015,2015,10,20,16.1,3.8,10,,12.4,12.4,10.8,4.9,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2015,2015,10,21,15.8,0.3,8.1,,9.1,11,10.7,4.7,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
