Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Summer-land,2 day mean running average,3 day mean running average,7 day mean running average,,14 day mean running average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 day mean temperature (7 day average),,,,,,,Historical average  1981  2010,,Date,Historical average  1981-2010,Temperature difference from historical average (°C),,,,,,,7 day avg mean temp (°C)
25/04/2014,2014,4,25,14.5,2.3,8.4,,8.3,7.7,8.3,2.8,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2014,2014,4,26,15.8,4.3,10.1,,9.3,8.9,8.8,3.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2014,2014,4,27,12,2.2,7.1,,8.6,8.5,8.3,3.5,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2014,2014,4,28,17,-1.4,7.8,,7.5,8.3,7.9,2.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2014,2014,4,29,20,-1.4,9.3,,8.6,8.1,8.2,1.5,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2014,2014,4,30,24.5,1.8,13.2,,11.3,10.1,9.2,1.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2014,2014,5,1,25.6,4.1,14.9,,14.1,12.5,10.1,1.7,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2014,2014,5,2,28.5,8.7,18.6,,16.8,15.6,11.6,2.6,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2014,2014,5,3,19.7,8.8,14.3,,16.5,15.9,12.2,3.3,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2014,2014,5,4,12.1,7.6,9.9,,12.1,14.3,12.6,4,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2014,2014,5,5,16.7,7,11.9,,10.9,12,13.2,5.2,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2014,2014,5,6,17.6,3.3,10.5,,11.2,10.8,13.3,5.9,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2014,2014,5,7,20.5,0.2,10.4,,10.5,10.9,12.9,5.7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2014,2014,5,8,20.5,1.9,11.2,,10.8,10.7,12.4,5.4,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2014,2014,5,9,16.4,8.7,12.6,,11.9,11.4,11.5,5.4,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2014,2014,5,10,17.1,3.8,10.5,,11.6,11.4,11,4.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2014,2014,5,11,21,2.3,11.7,,11.1,11.6,11.3,3.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2014,2014,5,12,22.4,0.7,11.6,,11.7,11.3,11.2,3,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2014,2014,5,13,22.9,6.6,14.8,,13.2,12.7,11.8,3.5,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2014,2014,5,14,28.7,6.3,17.5,,16.2,14.6,12.8,4.3,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2014,2014,5,15,24.2,10.5,17.4,,17.5,16.6,13.7,5.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2014,2014,5,16,25.1,13.1,19.1,,18.3,18,14.7,6.2,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2014,2014,5,17,20.4,6.6,13.5,,16.3,16.7,15.1,6.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2014,2014,5,18,20.9,3.2,12.1,,12.8,14.9,15.1,6.7,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2014,2014,5,19,23.8,4.4,14.1,,13.1,13.2,15.5,7.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2014,2014,5,20,25.8,4.8,15.3,,14.7,13.8,15.6,7,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2014,2014,5,21,27,6.9,17,,16.2,15.5,15.5,7.1,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2014,2014,5,22,29.3,10.4,19.9,,18.5,17.4,15.9,7.1,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2014,2014,5,23,24,14.8,19.4,,19.7,18.8,15.9,7.3,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2014,2014,5,24,24.2,5.8,15,,17.2,18.1,16.1,7.2,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2014,2014,5,25,16.1,5.4,10.8,,12.9,15.1,15.9,7.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2014,2014,5,26,20.1,7.5,13.8,,12.3,13.2,15.9,7.9,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2014,2014,5,27,22.6,4.1,13.4,,13.6,12.7,15.6,7.8,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2014,2014,5,28,20.3,5.6,13,,13.2,13.4,15,7.7,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2014,2014,5,29,20.3,10.1,15.2,,14.1,13.9,14.4,7.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2014,2014,5,30,21.5,5.6,13.6,,14.4,13.9,13.5,6.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2014,2014,5,31,26.4,6.8,16.6,,15.1,15.1,13.8,6.4,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2014,2014,6,1,28.1,9.1,18.6,,17.6,16.3,14.9,7,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2014,2014,6,2,26.1,10.9,18.5,,18.6,17.9,15.6,7.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2014,2014,6,3,25.3,7.4,16.4,,17.5,17.8,16,7.9,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2014,2014,6,4,27.1,5.7,16.4,,16.4,17.1,16.5,7.9,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2014,2014,6,5,23.9,9.4,16.7,,16.6,16.5,16.7,7.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2014,2014,6,6,25.4,8.5,17,,16.9,16.7,17.2,8.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2014,2014,6,7,24.8,6.1,15.5,,16.3,16.4,17,8.2,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2014,2014,6,8,28.3,7.7,18,,16.8,16.8,16.9,8,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2014,2014,6,9,25.1,10.3,17.7,,17.9,17.1,16.8,7.9,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2014,2014,6,10,21.7,9.1,15.4,,16.6,17,16.7,8.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2014,2014,6,11,25.9,6.1,16,,15.7,16.4,16.6,8.2,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2014,2014,6,12,27.4,13.6,20.5,,18.3,17.3,17.2,8.8,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2014,2014,6,13,16,12.4,14.2,,17.4,16.9,16.8,9.3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2014,2014,6,14,23.5,9.9,16.7,,15.5,17.1,16.9,9.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2014,2014,6,15,20.6,10.3,15.5,,16.1,15.5,16.6,10.2,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2014,2014,6,16,17,10.5,13.8,,14.7,15.3,16,10.3,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2014,2014,6,17,24.1,9,16.6,,15.2,15.3,16.2,10.3,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2014,2014,6,18,28.2,9.6,18.9,,17.8,16.4,16.6,10.8,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2014,2014,6,19,25.5,9.4,17.5,,18.2,17.7,16.2,10.2,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2014,2014,6,20,23.9,12.9,18.4,,18,18.3,16.8,10.2,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2014,2014,6,21,25,4.4,14.7,,16.6,16.9,16.5,9.4,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2014,2014,6,22,29,8.2,18.6,,16.7,17.2,16.9,9.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2014,2014,6,23,30.4,13.3,21.9,,20.3,18.4,18.1,9.5,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2014,2014,6,24,23.6,12.7,18.2,,20.1,19.6,18.3,10.1,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2014,2014,6,25,27.1,9.3,18.2,,18.2,19.4,18.2,10,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2014,2014,6,26,27,12.3,19.7,,19,18.7,18.5,10.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2014,2014,6,27,22.4,12.9,17.7,,18.7,18.5,18.4,10.4,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2014,2014,6,28,24.6,12.9,18.8,,18.3,18.7,19,11.7,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2014,2014,6,29,24.6,9.3,17,,17.9,17.8,18.8,11.8,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2014,2014,6,30,27.5,8.5,18,,17.5,17.9,18.2,11.1,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2014,2014,7,1,29.9,11,20.5,,19.3,18.5,18.6,10.9,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2014,2014,7,2,33.9,14.1,24,,22.3,20.8,19.4,11.6,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2014,2014,7,3,31.6,15.7,23.7,,23.9,22.7,20,12.1,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2014,2014,7,4,26.6,10.3,18.5,,21.1,22.1,20.1,11.7,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2014,2014,7,5,30.1,14.5,22.3,,20.4,21.5,20.6,11.9,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2014,2014,7,6,30.9,18.2,24.6,,23.5,21.8,21.7,13.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2014,2014,7,7,29.2,15.2,22.2,,23.4,23,22.3,14.1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2014,2014,7,8,33.7,14.8,24.3,,23.3,23.7,22.8,14.7,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2014,2014,7,9,34.7,13.2,24,,24.2,23.5,22.8,14.6,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2014,2014,7,10,31.3,13.6,22.5,,23.3,23.6,22.6,14.3,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2014,2014,7,11,33,11.9,22.5,,22.5,23,23.2,14.5,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2014,2014,7,12,35.1,14,24.6,,23.6,23.2,23.5,14.4,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2014,2014,7,13,36,15.1,25.6,,25.1,24.2,23.7,14,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2014,2014,7,14,31.2,19.8,25.5,,25.6,25.2,24.1,14.6,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2014,2014,7,15,34.6,15.8,25.2,,25.4,25.4,24.3,14.8,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2014,2014,7,16,36.4,13.8,25.1,,25.2,25.3,24.4,14.9,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2014,2014,7,17,35.7,14.9,25.3,,25.2,25.2,24.8,15,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2014,2014,7,18,33,14.1,23.6,,24.5,24.7,25,15.4,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/2014,2014,7,19,31.8,21.2,26.5,,25.1,25.1,25.3,16.4,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2014,2014,7,20,28.1,11.3,19.7,,23.1,23.3,24.4,15.8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2014,2014,7,21,29.8,16.7,23.3,,21.5,23.2,24.1,15.4,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2014,2014,7,22,25.1,12.9,19,,21.2,20.7,23.2,15,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2014,2014,7,23,27.3,13.8,20.6,,19.8,21,22.6,15,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2014,2014,7,24,20.5,9.8,15.2,,17.9,18.3,21.1,14.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2014,2014,7,25,26.1,7.2,16.7,,16,17.5,20.1,13.3,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2014,2014,7,26,30.6,12.9,21.8,,19.3,17.9,19.5,12.1,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2014,2014,7,27,30.7,14.1,22.4,,22.1,20.3,19.9,12.5,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2014,2014,7,28,32.1,14.4,23.3,,22.9,22.5,19.9,12.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2014,2014,7,29,33.2,16.8,25,,24.2,23.6,20.7,12.7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2014,2014,7,30,33.4,17.1,25.3,,25.2,24.5,21.4,13.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2014,2014,7,31,33.2,14.5,23.9,,24.6,24.7,22.6,13.9,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2014,2014,8,1,32.5,15.4,24,,24,24.4,23.7,15,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2014,2014,8,2,34.2,15.1,24.7,,24.4,24.2,24.1,15.3,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2014,2014,8,3,32.6,13.4,23,,23.9,23.9,24.2,15.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2014,2014,8,4,32.5,15.4,24,,23.5,23.9,24.3,15.4,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2014,2014,8,5,36.8,16.8,26.8,,25.4,24.6,24.5,15.4,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2014,2014,8,6,34.2,12.2,23.2,,25,24.7,24.2,14.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2014,2014,8,7,32.3,12.1,22.2,,22.7,24.1,24,14.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/08/2014,2014,8,8,31.2,15.8,23.5,,22.9,23,23.9,14.4,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2014,2014,8,9,29.9,13,21.5,,22.5,22.4,23.5,14.1,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2014,2014,8,10,30.9,13.7,22.3,,21.9,22.4,23.4,14.1,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2014,2014,8,11,31.5,14.8,23.2,,22.8,22.3,23.2,14.1,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2014,2014,8,12,29.3,14.9,22.1,,22.7,22.5,22.6,13.8,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2014,2014,8,13,30,20.5,25.3,,23.7,23.5,22.9,15,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/08/2014,2014,8,14,23,15.7,19.4,,22.4,22.3,22.5,15.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2014,2014,8,15,24.3,15.1,19.7,,19.6,21.5,21.9,15.4,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2014,2014,8,16,27.6,15.8,21.7,,20.7,20.3,22,15.8,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2014,2014,8,17,30,14.8,22.4,,22.1,21.3,22,15.9,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2014,2014,8,18,32,15.9,24,,23.2,22.7,22.1,16.1,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2014,2014,8,19,31.3,17.8,24.6,,24.3,23.7,22.4,16.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2014,2014,8,20,27.9,13.8,20.9,,22.8,23.2,21.8,15.6,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/2014,2014,8,21,24.4,13.7,19.1,,20,21.5,21.8,15.3,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2014,2014,8,22,22.3,14.4,18.4,,18.8,19.5,21.6,15.2,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2014,2014,8,23,28,13.1,20.6,,19.5,19.4,21.4,14.8,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2014,2014,8,24,27.4,13.8,20.6,,20.6,19.9,21.2,14.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2014,2014,8,25,25.7,8.5,17.1,,18.9,19.4,20.2,13.6,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2014,2014,8,26,31.7,12,21.9,,19.5,19.9,19.8,12.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2014,2014,8,27,32.8,16.2,24.5,,23.2,21.2,20.3,13.1,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2014,2014,8,28,27.9,14.9,21.4,,23,22.6,20.6,13.3,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2014,2014,8,29,22.2,11.1,16.7,,19.1,20.9,20.4,12.8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2014,2014,8,30,26,10.8,18.4,,17.6,18.8,20.1,12.5,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2014,2014,8,31,22.8,11.1,17,,17.7,17.4,19.6,12.1,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2014,2014,9,1,25.8,6.2,16,,16.5,17.1,19.4,11.8,19.8,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2014,2014,9,2,20.5,12.3,16.4,,16.2,16.5,18.6,11.8,19.2,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2014,2014,9,3,21,9.8,15.4,,15.9,15.9,17.3,10.9,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2014,2014,9,4,24,5.2,14.6,,15,15.5,16.4,9.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2014,2014,9,5,24.4,7.7,16.1,,15.4,15.4,16.3,9,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2014,2014,9,6,25.8,9.4,17.6,,16.9,16.1,16.2,8.8,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2014,2014,9,7,30.5,7.8,19.2,,18.4,17.6,16.5,8.3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2014,2014,9,8,28.4,16.2,22.3,,20.8,19.7,17.4,9.8,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2014,2014,9,9,21,10.6,15.8,,19.1,19.1,17.3,9.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2014,2014,9,10,18.4,10,14.2,,15,17.4,17.1,9.6,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2014,2014,9,11,20.3,2.1,11.2,,12.7,13.7,16.6,9.1,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2014,2014,9,12,20.7,0.1,10.4,,10.8,11.9,15.8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2014,2014,9,13,23,6.7,14.9,,12.7,12.2,15.4,7.6,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/2014,2014,9,14,23.4,6.7,15.1,,15,13.5,14.8,7.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2014,2014,9,15,24.4,5.4,14.9,,15,15,13.8,5.9,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2014,2014,9,16,25.1,5.8,15.5,,15.2,15.2,13.7,5.3,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2014,2014,9,17,22.3,9.6,16,,15.8,15.5,14,5.2,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2014,2014,9,18,20.6,15.9,18.3,,17.2,16.6,15,7.2,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
