VYears,Source,Vineyard,Block,Variety,Acres,Tier,Budbreak,Bloom,Veraison,BunchesPerVine,BunchWt(kg),BerryMass(g),Brix,pH,TA,GDDtoHarvest,HarvestDate,Yield (Tonnes),ActualT/A,
2002,Own,McIntyre,F,Sauvignon Blanc,15.99,,29-Apr-02,16-Jun-02,17-Aug-02,5.1,0.1657,1.94,23.7,3.15,11.55,1313.5,18-Sep-02,19.1336,1.20,
2002,Own,McIntyre,G,Gewurztraminer,9.16,,29-Apr-02,16-Jun-02,17-Aug-02,3.9,0.1769,1.56,21.0,3.33,9.45,1308.2,17-Sep-02,7.6373,0.83,
2002,Own,McIntyre,H,Pinot Gris,4.37,,28-Apr-02,19-Jun-02,16-Aug-02,6.4,0.1597,,21.7,3.20,9.30,1313.5,18-Sep-02,6.2555,1.43,
2002,Own,McIntyre,I,Pinot Blanc,4.53,,28-Apr-02,19-Jun-02,17-Aug-02,6.6,0.1829,1.60,22.0,3.21,9.60,1344.0,2-Oct-02,12.2027,2.69,
2002,Own,McIntyre,J,Chardonnay,34.52,,29-Apr-02,15-Jun-02,7-Aug-02,4.6,0.1681,,22.4,3.21,9.60,1316.5,19-Sep-02,48.8527,1.42,
2002,Own,McIntyre,K,Petit Verdot,1.88,,1-May-02,20-Jun-02,20-Aug-02,3.9,0.1564,2.74,24.0,3.08,15.36,1362.7,17-Oct-02,3.1873,1.70,
2002,Own,McIntyre,L,Malbec,2.11,,30-Apr-02,17-Jun-02,15-Aug-02,6.6,0.2989,2.54,23.8,3.31,10.04,1361.8,11-Oct-02,4.9573,2.35,
2002,Own,McIntyre,M,Cabernet Franc,8.43,,28-Apr-02,18-Jun-02,19-Aug-02,5.5,0.1799,,24.2,3.37,9.45,1362.7,17-Oct-02,12.8645,1.53,
2002,Own,Bearcub,H,Merlot,12.88,,29-Apr-02,19-Jun-02,9-Aug-02,13.7,0.1753,,23.6,3.30,7.57,1465.9,27-Sep-02,37.1455,2.88,
2002,Own,McIntyre,O,Pinot Noir,4.14,,29-Apr-02,17-Jun-02,15-Aug-02,6.1,0.1530,,23.0,3.30,9.45,1344.0,2-Oct-02,6.7573,1.63,
2002,Own,McIntyre,P,Shiraz,6.48,,28-Apr-02,19-Jun-02,17-Aug-02,3.9,0.2363,,22.7,3.35,10.30,1362.7,18-Oct-02,8.9136,1.38,
2002,Own,McIntyre,Q,Cabernet Sauvignon,19.34,,29-Apr-02,20-Jun-02,13-Aug-02,4.6,0.1848,,23.1,3.25,10.90,1362.7,21-Oct-02,21.9664,1.14,
2002,Own,Sumac,A,Gewurztraminer,0.79,,,,,,,,,,,,,0.5330,0.67,
2002,Own,Sumac,B,Gewurztraminer,0.59,,,,,,,,,,,,,0.3980,0.67,
2002,Own,Sumac,C,Riesling,1.23,,,,,,,,,,,,,4.4550,3.62,
2002,Own,Sumac,D,Pinot Noir,0.19,,,,,,,,,,,,,0.4710,2.48,
2002,Own,Whitetail,A,Semillon,10.99,,1-May-02,20-Jun-02,21-Aug-02,2.6,0.1749,2.48,20.0,3.18,8.18,1322.6,10-Oct-02,4.9736,0.45,
2002,Own,Whitetail,B,Semillon,8.14,,1-May-02,20-Jun-02,21-Aug-02,3.2,0.2248,2.46,19.7,3.23,8.62,1322.6,10-Oct-02,7.4800,0.92,
2002,Own,Whitetail,C,Chardonnay,14.21,,,,,,,1.46,,,,,,,,
2002,Own,Whitetail,D,Sauvignon Blanc,18.03,,,,,,,,,,,,,,,
2002,Own,Whitetail,E,Sauvignon Blanc,16.62,,,,,,,1.60,,,,,,,,
2002,Own,Whitetail,F,Cabernet Sauvignon,12.58,,,,,,,,,,,,,,,
2002,Own,BSV,4C,Merlot,5.12,,,,,,,,,,,,,28.3044,5.53,
2002,Own,Whitetail,H,Pinotage,0.85,,,,,,,,,,,,,,,
2002,Own,Whitetail,I,Gewurztraminer,12.32,,,,,,,,,,,,,,,
2002,Own,Whitetail,J,Riesling,7.71,,,,,,,1.45,,,,,,,,
2002,Own,Whitetail,K,Gewurztraminer,15.69,,,,,,,,,,,,,,,
2002,Own,Whitetail,L,Riesling,12.91,,,,,,,1.55,,,,,,,,
2002,Own,Whitetail,M,Riesling,6.60,,,,,,,1.63,,,,,,,,
2002,Own,Whitetail,N,Sauvignon Blanc,9.57,,,,,,,,,,,,,,,
2002,Own,Whitetail,O,Pinot Blanc,9.57,,,,,,,,,,,,,,,
2002,Own,Whitetail,P,Pinot Gris,4.32,,,,,,,,,,,,,,,
2003,Own,Bearcub,A,Shiraz,14.09,,25-Apr-03,15-Jun-03,12-Aug-03,17.5,0.1543,1.53,25.5,3.61,5.80,1611.0,23-Oct-03,50.1400,3.56,
2003,Own,Bearcub,B,Cabernet Sauvignon,11.72,,26-Apr-03,18-Jun-03,15-Aug-03,21.3,0.1142,1.16,25.2,3.27,7.80,1611.0,24-Oct-03,31.5600,2.69,
2003,Own,Bearcub,C,Cabernet Sauvignon,9.95,,26-Apr-03,18-Jun-03,15-Aug-03,16.2,0.1196,1.23,25.9,3.37,8.00,1611.0,25-Oct-03,31.2100,3.14,
2003,Own,Bearcub,D,Cabernet Sauvignon,10.95,,26-Apr-03,18-Jun-03,15-Aug-03,21.3,0.1321,1.14,26.0,3.33,8.30,1611.0,23-Oct-03,33.6300,3.07,
2003,Own,Bearcub,E,Cabernet Sauvignon,10.92,,26-Apr-03,18-Jun-03,15-Aug-03,19.2,0.1477,1.20,25.6,3.35,8.00,1611.0,29-Oct-03,36.5500,3.35,
2003,Own,Bearcub,F,Chardonnay,10.36,,20-Apr-03,12-Jun-03,5-Aug-03,21.0,0.1656,,23.7,3.26,8.00,1481.0,24-Sep-03,50.3200,4.86,
2002,Own,BSV,5A,Merlot,3.59,,,,,,,,,,,,,21.1177,5.88,
2002,Own,BSV,5H,Merlot,4.69,,,,,,,,,,,,,25.9273,5.53,
2003,Own,Bearcub,I,Cabernet Franc,10.56,,23-Apr-03,16-Jun-03,19-Aug-03,15.0,0.1676,1.48,26.4,3.41,6.70,1563.0,9-Oct-03,33.7900,3.20,
2003,Own,Bearcub,J,Chardonnay,10.25,,20-Apr-03,12-Jun-03,5-Aug-03,18.0,0.2094,,23.4,3.38,9.30,1507.0,27-Sep-03,51.3600,5.01,
2003,Own,Bearcub,K,Zinfandel,5.11,,25-Apr-03,15-Jun-03,13-Aug-03,10.0,0.3125,2.27,28.3,3.41,8.90,1562.0,8-Oct-03,13.2800,2.60,
2003,Own,Bearcub,L,Pinot Noir,9.03,,22-Apr-03,14-Jun-03,11-Aug-03,11.6,0.1833,,23.2,3.40,7.80,1522.0,29-Sep-03,24.3600,2.70,
2003,Own,Bearcub,M,Sauvignon Blanc,6.68,,23-Apr-03,13-Jun-03,9-Aug-03,22.3,0.1953,,23.3,3.26,8.30,1491.0,25-Sep-03,24.0700,3.60,
2003,Own,Bearcub,N,Sauvignon Blanc,6.29,,21-Apr-03,13-Jun-03,9-Aug-03,24.6,0.1166,,22.9,3.15,10.20,1429.0,15-Sep-03,20.2200,3.21,
2003,Own,Bearcub,O,Chardonnay,11.72,,20-Apr-03,12-Jun-03,5-Aug-03,20.6,0.1637,,23.0,3.29,8.20,1419.0,13-Sep-03,47.5600,4.06,
2003,Own,Bearcub,P,Pinot Noir,4.15,,22-Apr-03,14-Jun-03,11-Aug-03,10.5,0.1977,,24.2,3.45,7.80,1491.0,25-Sep-03,9.2700,2.23,
2003,Own,Bearcub,Q,Cabernet Sauvignon,9.05,,26-Apr-03,18-Jun-03,15-Aug-03,19.3,0.1392,1.12,24.0,3.27,7.60,1608.0,22-Oct-03,24.9200,2.75,
2003,Own,Bearcub,R,Sauvignon Blanc,5.59,,23-Apr-03,13-Jun-03,9-Aug-03,26.7,0.1843,,23.4,3.18,9.80,1499.0,26-Sep-03,23.9800,4.29,
2002,Own,BSV,6D,Merlot,3.21,,,,,,,,,,,,,17.7455,5.53,
2003,Own,BSV,4D,Chardonnay,2.41,,,,,,,,,,,,,21.6214,8.97,
2003,Own,BSV,4E,Chardonnay,1.65,,,,,,,,,,,,,14.8030,8.97,
2003,Own,BSV,4F,Semillon,0.24,,,,,,,,,,,,,0.5535,2.31,
2003,Own,BSV,4G,Cabernet Franc,1.47,,,,,,,,,,,,,5.8597,3.99,
2003,Own,BSV,4H,Cabernet Franc,4.69,,,,,,,,,,,,,18.8234,4.01,
2002,Own,BSV,7C,Merlot,1.99,,,,,,,,,,,,,11.0011,5.53,
2003,Own,BSV,5B,Chardonnay,2.52,,,,,,,,,,,,,21.8008,8.65,
2003,Own,BSV,5C,Chardonnay,1.44,,,,,,,,,,,,,12.6498,8.78,
2003,Own,BSV,5D,Semillon,0.30,,,,,,,,,,,,,0.6919,2.31,
2003,Own,BSV,5E,Cabernet Franc,1.63,,,,,,,,,,,,,6.5420,4.01,
2003,Own,BSV,5F,Cabernet Franc,6.21,,,,,,,,,,,,,24.9239,4.01,
2003,Own,BSV,5G,Muscat,0.38,,,,,,,,,,,,,,,
2002,Own,Bullpine,A,Merlot,7.37,,29-Apr-02,18-Jun-02,23-Aug-02,25.7,0.1339,,24.2,3.29,8.30,1458.2,25-Sep-02,24.9109,3.38,
2003,Own,BSV,6A,Malbec,1.16,,,,,,,,,,,,,,,
2003,Own,BSV,6B,Petit Verdot,1.15,,,,,,,,,,,,,,,
2003,Own,BSV,6C,Semillon,0.94,,,,,,,,,,,,,2.1680,2.31,
2002,Own,Bullpine,B,Merlot,11.41,,28-Apr-02,18-Jun-02,19-Aug-02,22.5,0.1190,,24.4,3.25,8.40,1433.4,21-Sep-02,38.6273,3.39,
2003,Own,BSV,6E,Sauvignon Blanc,3.41,,,,,,,,,,,,,22.8913,6.71,
2003,Own,BSV,6F,Gewurztraminer,2.91,,,,,,,,,,,,,9.0570,3.11,
2003,Own,BSV,6G,Sauvignon Blanc,0.48,,,,,,,,,,,,,3.2222,6.71,
2003,Own,BSV,6H,Morio Muscat,1.11,,,,,,,,,,,,,,,
2003,Own,BSV,7A,Petit Verdot,0.01,,,,,,,,,,,,,,,
2003,Own,BSV,7B,Semillon,0.25,,,,,,,,,,,,,0.6695,2.68,
2002,Own,Bullpine,C,Merlot,7.52,,30-Apr-02,20-Jun-02,9-Aug-02,21.5,0.1539,,22.8,3.26,8.10,1442.9,23-Sep-02,24.8718,3.31,
2003,Own,BSV,7D,Sauvignon Blanc,0.96,,,,,,,,,,,,,6.4445,6.71,
2002,Own,Bullpine,D,Merlot,14.55,,30-Apr-02,20-Jun-02,12-Aug-02,25.4,0.1269,,22.6,3.34,7.05,1436.8,22-Sep-02,51.3427,3.53,
2002,Own,Bullpine,F,Merlot,7.31,,30-Apr-02,20-Jun-02,12-Aug-02,20.9,0.1441,,24.8,3.41,7.50,1451.6,24-Sep-02,18.1718,2.49,
2002,Own,Bullpine,G,Merlot,13.05,,30-Apr-02,20-Jun-02,11-Aug-02,25.5,0.1243,,23.7,3.32,8.10,1433.4,21-Sep-02,40.0527,3.07,
2002,Own,Bullpine,K,Merlot,7.98,,29-Apr-02,20-Jun-02,14-Aug-02,28.4,0.1406,,23.7,3.31,8.78,1452.0,24-Sep-02,26.8100,3.36,
2003,Own,Bullpine,E,Pinot Noir,6.34,,20-Apr-03,19-Aug-03,8-Aug-03,15.7,0.1338,,26.3,3.53,7.20,1533.0,1-Oct-03,17.2700,2.72,
2002,Own,Bullpine,O,Merlot,11.36,,28-Apr-02,15-Jun-02,9-Aug-02,22.8,0.1555,1.62,25.2,3.23,8.30,1430.9,20-Sep-02,34.8845,3.07,
2002,Own,Bullpine,U,Merlot,11.10,,29-Apr-02,15-Jun-02,7-Aug-02,24.9,0.1636,1.29,25.5,3.27,8.10,1430.9,20-Sep-02,33.6182,3.03,
2003,Own,Bullpine,H,Shiraz,11.25,,,,,,,,,,,,,,,
2003,Own,Bullpine,I,Viognier,7.70,,22-Apr-03,16-Jun-03,10-Aug-03,12.2,0.2496,,24.4,3.37,7.00,1533.0,1-Oct-03,30.3500,3.94,
2003,Own,Bullpine,J,Chardonnay,8.40,,20-Apr-03,12-Jun-03,5-Aug-03,20.2,0.1522,,23.7,3.42,7.20,1481.0,24-Sep-03,26.4700,3.15,
2002,Own,Bullpine,Z1,Merlot,3.34,,30-Apr-02,17-Jun-02,18-Aug-02,24.6,0.1797,,23.4,3.28,7.20,1442.9,23-Sep-02,10.5036,3.14,
2003,Own,Bullpine,L,Pinot Noir,9.39,,20-Apr-03,19-Aug-03,8-Aug-03,19.0,0.1740,1.20,24.3,3.32,7.00,1550.0,4-Oct-03,35.0200,3.73,
2003,Own,Bullpine,M,Chardonnay,8.51,,20-Apr-03,12-Jun-03,5-Aug-03,22.1,0.1877,,23.1,3.46,8.00,1481.0,24-Sep-03,31.0500,3.65,
2003,Own,Bullpine,N,Pinot Noir,4.42,,20-Apr-03,19-Aug-03,8-Aug-03,15.8,0.1388,,24.2,3.48,7.40,1516.0,28-Sep-03,12.4400,2.81,
2002,Grower,Canehdian Vynd,,Merlot,,,,,,,,,,,,,,3.71,,
2003,Own,Bullpine,P,Cabernet Sauvignon,10.47,,23-Apr-03,15-Jun-03,15-Aug-03,20.9,0.1317,1.06,26.1,3.39,7.50,1562.0,8-Oct-03,27.4500,2.62,
2003,Own,Bullpine,R,Chardonnay,12.87,,20-Apr-03,12-Jun-03,5-Aug-03,19.8,0.1834,,23.2,3.35,7.10,1447.0,19-Sep-03,52.8500,4.11,
2003,Own,Bullpine,S,Cabernet Sauvignon,6.99,,23-Apr-03,15-Jun-03,15-Aug-03,23.9,0.1500,1.13,24.6,3.25,7.80,1567.0,12-Oct-03,21.3700,3.06,
2003,Own,Bullpine,T,Cabernet Sauvignon,12.03,,23-Apr-03,15-Jun-03,15-Aug-03,18.4,0.1646,1.26,25.1,3.30,8.40,1562.0,7-Oct-03,49.1700,4.09,
2002,Grower,Chobotar,,Merlot,,,,,,,,,,,,,,10.26,,
2003,Own,Bullpine,V,Cabernet Sauvignon,8.81,,23-Apr-03,15-Jun-03,15-Aug-03,21.1,0.1654,1.10,24.9,3.23,9.60,1611.0,23-Oct-03,28.3300,3.22,
2003,Own,Bullpine,W,Cabernet Sauvignon,10.42,,23-Apr-03,15-Jun-03,15-Aug-03,21.1,0.1618,1.10,25.0,3.29,8.10,1571.0,14-Oct-03,40.0500,3.84,
2003,Own,Bullpine,X,Pinot Noir,12.42,,20-Apr-03,19-Aug-03,8-Aug-03,12.7,0.1273,,24.2,3.40,7.40,1552.0,5-Oct-03,34.0900,2.74,
2003,Own,Bullpine,Y,Sauvignon Blanc,12.49,,20-Apr-03,13-Jun-03,3-Aug-03,25.2,0.1410,,23.7,3.21,8.30,1412.0,10-Sep-03,52.6400,4.21,
2002,Grower,Dutra Farms,,Merlot,,,,,,,,,,,,,,18.50,,
2003,Own,Bullpine,Z2,Pinot Noir,5.14,,20-Apr-03,19-Aug-03,8-Aug-03,15.2,0.1020,,22.8,3.43,7.70,1541.0,2-Oct-03,,,
2003,Own,Bullpine,Z3,Sauvignon Blanc,0.70,,20-Apr-03,13-Jun-03,3-Aug-03,8.9,0.1245,,24.6,3.08,12.60,1367.0,5-Sep-03,1.5000,2.14,
2003,Own,HMV,A1,Ehrenfelser,3.60,,3-May-03,16-Jun-03,17-Aug-03,5.0,0.1103,,22.8,3.37,7.80,,25-Oct-03,1.6700,0.46,
2003,Own,HMV,A2,Ehrenfelser,2.06,,3-May-03,16-Jun-03,17-Aug-03,31.5,0.1477,,22.2,3.17,9.30,,29-Oct-03,6.6600,3.23,
2003,Own,HMV,B,Pinot Blanc,1.13,,,,,,,,,,,,,,,
2003,Own,HMV,C,Pinot Blanc,1.79,,30-Apr-03,16-Jun-03,15-Aug-03,15.1,0.2401,,22.5,3.23,9.60,,6-Oct-03,8.0400,4.49,
2003,Own,HMV,D,Ehrenfelser,2.08,,3-May-03,16-Jun-03,17-Aug-03,34.9,0.1522,,,,,,7-Nov-03,7.4700,3.59,
2003,Own,HMV,E,Pinot Blanc,1.49,,30-Apr-03,16-Jun-03,15-Aug-03,22.0,0.1961,,,,,,6-Nov-03,6.6800,4.48,
2003,Own,HMV,F2,Chardonnay,2.75,,25-Apr-03,18-Jun-03,15-Aug-03,20.4,0.1898,,20.1,3.12,9.80,,21-Sep-03,11.7800,4.28,
2003,Own,HMV,G2,Gewurztraminer,3.24,,30-Apr-03,16-Jun-03,11-Aug-03,22.3,0.1782,,22.0,3.44,6.80,,2-Oct-03,12.6300,3.90,
2003,Own,HMV,H,Chardonnay,3.68,,25-Apr-03,18-Jun-03,15-Aug-03,5.3,0.1642,,24.2,3.32,10.50,,2-Oct-03,4.5600,1.24,
2003,Own,HMV,I,Chardonnay,1.75,,25-Apr-03,18-Jun-03,15-Aug-03,15.5,0.2455,,20.5,3.18,9.80,,21-Sep-03,8.1800,4.67,
2003,Own,HMV,J1,Chardonnay,3.15,,25-Apr-03,18-Jun-03,15-Aug-03,10.6,0.2221,,23.6,3.35,7.80,,2-Oct-03,5.5100,1.75,
2003,Own,HMV,J2,Chardonnay,3.22,,25-Apr-03,18-Jun-03,15-Aug-03,24.1,0.2035,,23.9,3.24,8.40,,15-Oct-03,13.2500,4.11,
2003,Own,HMV,K,Gewurztraminer,0.62,,30-Apr-03,20-Jun-03,17-Aug-03,29.0,,,20.0,3.35,9.20,,2-Oct-03,1.9700,3.18,
2003,Own,HMV,L,Gewurztraminer,0.52,,30-Apr-03,16-Jun-03,11-Aug-03,6.7,0.1452,,23.6,3.64,7.10,,3-Oct-03,1.1400,2.19,
2003,Own,HMV,M,Gewurztraminer,7.95,,30-Apr-03,20-Jun-03,17-Aug-03,20.2,0.1473,,23.0,3.47,7.80,,3-Oct-03,21.1100,2.66,
2003,Own,HMV,N1,Gamay Noir,1.11,,3-May-03,20-Jun-03,18-Aug-03,6.1,0.2352,,20.9,3.11,12.60,,6-Oct-03,10.7800,9.71,
2003,Own,HMV,N2,Gamay Noir,1.52,,3-May-03,20-Jun-03,18-Aug-03,19.5,0.2296,,20.9,3.11,12.60,,6-Oct-03,,,
2003,Own,HMV,O1,Pinot Noir,1.53,,3-May-03,19-Jun-03,17-Aug-03,24.9,0.1946,,23.4,3.33,7.70,,1-Oct-03,3.2100,2.10,
2003,Own,HMV,O2,Pinot Noir,3.14,,3-May-03,19-Jun-03,17-Aug-03,8.8,0.2005,,20.4,3.17,11.60,,1-Oct-03,16.7300,5.33,
2003,Own,HMV,P1,Gewurztraminer,2.74,,30-Apr-03,16-Jun-03,11-Aug-03,7.1,0.1874,,21.8,3.69,6.00,,3-Oct-03,5.7400,2.09,
2003,Own,HMV,P2,Gewurztraminer,10.84,,30-Apr-03,20-Jun-03,17-Aug-03,20.3,0.1533,,23.3,3.48,5.70,,14-Oct-03,46.4200,4.28,
2003,Own,HMV,Q,Gewurztraminer,4.43,,30-Apr-03,16-Jun-03,11-Aug-03,19.2,0.1669,,22.7,3.52,7.20,,2-Oct-03,16.0300,3.62,
2003,Own,HMV,R,Pinot Blanc,10.11,,,,,,,,,,,,,,,
2003,Own,HMV,S,Gewurztraminer,11.46,,30-Apr-03,16-Jun-03,11-Aug-03,,,,24.4,3.92,5.00,,3-Oct-03,1.9100,0.17,
2003,Own,HMV,T,Gewurztraminer,10.29,,30-Apr-03,16-Jun-03,11-Aug-03,18.8,0.1759,,24.2,3.58,5.00,,18-Oct-03,31.8700,3.10,
2003,Own,McIntyre,A,Riesling,6.44,,28-Apr-03,18-Jun-03,18-Aug-03,12.9,0.2212,,22.1,3.02,11.60,1562.0,8-Oct-03,14.4300,2.24,
2003,Own,McIntyre,B,Riesling,6.35,,28-Apr-03,18-Jun-03,18-Aug-03,13.6,0.2188,,22.3,3.01,11.30,1562.0,8-Oct-03,19.6800,3.10,
2003,Own,McIntyre,C,Riesling,3.84,,28-Apr-03,18-Jun-03,18-Aug-03,14.4,0.1928,,22.1,3.02,11.40,1562.0,8-Oct-03,20.9500,5.46,
2003,Own,McIntyre,D,Chenin Blanc,6.24,,21-Apr-03,10-Jun-03,10-Aug-03,7.0,0.4270,,23.6,3.27,8.40,1563.0,9-Oct-03,20.1000,3.22,
2003,Own,McIntyre,E,Sauvignon Blanc,14.83,,24-Apr-03,15-Jun-03,11-Aug-03,15.2,0.2352,,23.5,3.17,9.80,1533.0,1-Oct-03,76.3600,5.15,
2003,Own,McIntyre,F,Sauvignon Blanc,15.99,,24-Apr-03,15-Jun-03,11-Aug-03,13.0,0.2783,,22.1,3.08,11.60,1465.0,22-Sep-03,63.1500,3.95,
2003,Own,McIntyre,G,Gewurztraminer,9.16,,24-Apr-03,13-Jun-03,15-Aug-03,13.4,0.2533,,22.8,3.43,6.20,1546.0,3-Oct-03,39.2500,4.28,
2003,Own,McIntyre,H,Pinot Gris,4.37,,22-Apr-03,15-Jun-03,13-Aug-03,16.5,0.2126,,24.7,3.37,7.20,1546.0,3-Oct-03,22.0900,5.05,
2003,Own,McIntyre,I,Pinot Blanc,4.53,,22-Apr-03,14-Jun-03,13-Aug-03,14.0,0.3070,,21.6,3.24,8.10,1550.0,4-Oct-03,23.2400,5.13,
2003,Own,McIntyre,J,Chardonnay,34.52,,21-Apr-03,7-Jun-03,8-Aug-03,16.6,0.2593,,23.4,3.29,8.40,1516.0,28-Sep-03,197.2200,5.71,
2003,Own,McIntyre,K,Petit Verdot,1.88,,25-Apr-03,15-Jun-03,16-Aug-03,8.7,0.2573,1.33,25.2,3.26,11.40,1611.0,30-Oct-03,8.4200,4.48,
2003,Own,McIntyre,L,Malbec,2.11,,25-Apr-03,15-Jun-03,13-Aug-03,8.0,0.4045,1.79,25.2,3.35,7.20,1571.0,14-Oct-03,9.8500,4.67,
2003,Own,McIntyre,M,Cabernet Franc,8.43,,21-Apr-03,15-Jun-03,14-Aug-03,16.2,0.2742,1.34,24.2,3.42,6.50,1578.0,17-Oct-03,55.0000,6.52,
2002,Grower,Inkameep,,Merlot,,,,,,,,,,,,,,34.21,,
2003,Own,McIntyre,O,Pinot Noir,4.14,,23-Apr-03,16-Jun-03,10-Aug-03,5.6,0.2316,,24.1,3.40,7.30,1550.0,4-Oct-03,10.4400,2.52,
2003,Own,McIntyre,P,Shiraz,6.48,,23-Apr-03,18-Jun-03,19-Aug-03,13.4,0.3645,1.65,23.2,3.41,7.50,1611.0,30-Oct-03,38.6500,5.96,
2003,Own,McIntyre,Q,Cabernet Sauvignon,19.34,,25-Apr-03,15-Jun-03,15-Aug-03,13.4,0.2491,1.17,23.6,3.18,8.30,1611.0,28-Oct-03,69.4200,3.59,
2003,Own,Sumac,A,Gewurztraminer,0.79,,,,,,,,,,,,,0.4064,0.51,
2003,Own,Sumac,B,Gewurztraminer,0.59,,,,,,,,,,,,,0.3036,0.51,
2003,Own,Sumac,C,Riesling,1.23,,,,,,,,,,,,,4.5520,3.70,
2003,Own,Sumac,D,Pinot Noir,0.19,,,,,,,,,,,,,0.3450,1.82,
2003,Own,Whitetail,A,Semillon,10.99,,26-Apr-03,16-Jun-03,7-Aug-03,5.0,0.4255,,22.7,3.43,8.00,1354.0,30-Sep-03,21.6400,1.97,
2003,Own,Whitetail,B,Semillon,8.14,,26-Apr-03,16-Jun-03,7-Aug-03,6.0,0.3888,,21.6,3.37,8.60,1376.0,4-Oct-03,16.6300,2.04,
2003,Own,Whitetail,C,Chardonnay,14.21,,22-Apr-03,15-Jun-03,8-Aug-03,10.0,0.2530,,23.2,3.33,8.90,1328.0,26-Sep-03,43.7100,3.08,
2003,Own,Whitetail,D,Sauvignon Blanc,18.03,,22-Apr-03,15-Jun-03,6-Aug-03,8.1,0.1988,,22.4,3.30,10.70,1312.0,24-Sep-03,28.9900,1.61,
2003,Own,Whitetail,E,Sauvignon Blanc,16.62,,22-Apr-03,15-Jun-03,6-Aug-03,7.1,0.1862,,22.1,3.32,9.20,1321.0,25-Sep-03,26.0900,1.57,
2003,Own,Whitetail,F,Cabernet Sauvignon,12.58,,,,,,,,,,,,,,,
2002,Grower,Inkameep,,Merlot,,,,,,,,,,,,,,24.57,,
2003,Own,Whitetail,H,Pinotage,0.85,,,,,,,,,,,,,,,
2003,Own,Whitetail,I,Gewurztraminer,12.32,,22-Apr-03,15-Jun-03,10-Aug-03,11.2,0.1929,,23.2,3.80,5.20,1309.0,23-Sep-03,41.6200,3.38,
2003,Own,Whitetail,J,Riesling,7.71,,28-Apr-03,18-Jun-03,16-Aug-03,10.9,0.1930,,22.4,3.15,10.40,1422.0,23-Oct-03,21.6500,2.81,
2003,Own,Whitetail,K,Gewurztraminer,15.69,,22-Apr-03,17-Jun-03,10-Aug-03,4.7,0.1631,,21.7,3.51,7.20,1279.0,17-Sep-03,20.2700,1.29,
2003,Own,Whitetail,L,Riesling,12.91,,28-Apr-03,18-Jun-03,16-Aug-03,10.0,0.1977,,22.2,3.26,10.10,1422.0,24-Oct-03,21.4200,1.66,
2003,Own,Whitetail,M,Riesling,6.60,,28-Apr-03,18-Jun-03,16-Aug-03,10.2,0.1901,,21.8,3.18,11.40,1422.0,24-Oct-03,14.7500,2.23,
2003,Own,Whitetail,N,Sauvignon Blanc,9.57,,,,,,,,,,,,,,,
2003,Own,Whitetail,O,Pinot Blanc,9.57,,,,,,,,,,,,,,,
2003,Own,Whitetail,P,Pinot Gris,4.32,,,,,,,,,,,,,,,
2004,Own,Bearcub,A,Shiraz,14.09,,12-Apr-04,10-Jun-04,13-Aug-04,16.3,0.1710,1.44,25.0,3.68,4.63,1526.0,29-Oct-04,50.8770,3.61,
2004,Own,Bearcub,B,Cabernet Sauvignon,11.72,,13-Apr-04,8-Jun-04,14-Aug-04,25.1,0.1400,1.22,24.6,3.21,7.50,1526.0,28-Oct-04,44.0240,3.76,
2004,Own,Bearcub,C,Cabernet Sauvignon,9.95,,13-Apr-04,7-Jun-04,12-Aug-04,15.1,0.1630,1.17,25.0,3.56,4.95,1526.0,28-Oct-04,25.7900,2.59,
2004,Own,Bearcub,D,Cabernet Sauvignon,10.95,,13-Apr-04,8-Jun-04,14-Aug-04,22.1,0.1321,1.17,25.0,3.14,8.70,1526.0,30-Oct-04,42.5520,3.89,
2004,Own,Bearcub,E,Cabernet Sauvignon,10.92,,13-Apr-04,8-Jun-04,13-Aug-04,20.0,0.1570,,25.3,3.29,7.80,1526.0,31-Oct-04,39.4320,3.61,
2004,Own,Bearcub,F,Chardonnay,10.36,,8-Apr-04,7-Jun-04,4-Aug-04,23.6,0.1400,,23.0,3.20,8.10,1455.0,27-Sep-04,36.8670,3.56,
2002,Grower,Joey DeKleva,,Merlot,,,,,,,,,,,,,,13.54,,
2002,Grower,King Grapes Vnyd,,Merlot,,,,,,,,,,,,,,17.50,,
2004,Own,Bearcub,I,Cabernet Franc,10.56,,10-Apr-04,8-Jun-04,19-Aug-04,18.1,0.1730,1.38,26.5,3.26,6.53,1526.0,19-Oct-04,38.4360,3.64,
2004,Own,Bearcub,J,Chardonnay,10.25,,8-Apr-04,7-Jun-04,2-Aug-04,25.0,0.1570,,23.7,3.26,6.75,1480.0,1-Oct-04,44.3000,4.32,
2004,Own,Bearcub,K,Zinfandel,5.11,,14-Apr-04,8-Jun-04,15-Aug-04,9.5,0.2550,2.34,26.2,3.21,8.48,1506.0,7-Oct-04,11.1710,2.19,
2004,Own,Bearcub,L,Pinot Noir,9.03,,11-Apr-04,7-Jun-04,7-Aug-04,16.2,0.1410,,23.6,3.28,7.05,1475.0,1-Oct-04,19.9000,2.20,
2004,Own,Bearcub,M,Sauvignon Blanc,6.68,,10-Apr-04,7-Jun-04,6-Aug-04,24.7,0.1440,,23.5,3.15,6.80,1434.0,24-Sep-04,28.3900,4.25,
2004,Own,Bearcub,N,Sauvignon Blanc,6.29,,10-Apr-04,9-Jun-04,5-Aug-04,31.7,0.1620,,22.1,3.20,7.65,1411.0,16-Sep-04,30.9000,4.91,
