VYears,Source,Vineyard,Block,Variety,Acres,Tier,Budbreak,Bloom,Veraison,BunchesPerVine,BunchWt(kg),BerryMass(g),Brix,pH,TA,GDDtoHarvest,HarvestDate,Yield (Tonnes),ActualT/A,
2017,Own,Bullpine,Z1,Merlot,3.83,3,3-May-17,12-Jun-17,19-Aug-17,31.4,0.2017,1.28,23.2,3.00,7.65,1548.3,6-Oct-17,20.146,5.26,
2019,Grower,Barnay,A,Schonberger,2.53,3,,,,33.60,0.2221,,19.8,3.13,4.15,1200.5,12-Oct-19,11.230,4.44,
2019,Own,Bearcub,A,Shiraz,1.52,2,26-Apr-19,5-Jun-19,3-Aug-19,19.39,0.1911,1.62,26.7,3.50,4.10,1595.8,29-Oct-19,2.750,1.81,
2019,Own,Bearcub,A,Shiraz,7.38,1,26-Apr-19,5-Jun-19,3-Aug-19,19.39,0.1861,1.62,26.7,3.50,4.10,1595.8,29-Oct-19,10.900,1.48,
2019,Own,Bearcub,A,Shiraz,3.27,1,26-Apr-19,5-Jun-19,3-Aug-19,19.39,0.1861,1.62,25.6,3.42,5.40,1594.6,24-Oct-19,9.580,2.93,
2019,Own,Bearcub,A,Shiraz,2.02,1,26-Apr-19,5-Jun-19,3-Aug-19,19.39,0.1861,1.62,26.7,3.50,4.10,1595.8,29-Oct-19,3.710,1.84,
2019,Own,Bearcub,B,Cabernet Sauvignon,1.95,1,1-May-19,3-Jun-19,8-Aug-19,26.28,0.1343,1.04,27.0,3.20,5.50,1595.8,2-Nov-19,3.560,1.83,
2019,Own,Bearcub,B,Cabernet Sauvignon,1.25,3,1-May-19,3-Jun-19,8-Aug-19,26.28,0.1452,1.04,23.8,3.18,5.20,1591.8,17-Oct-19,4.420,3.54,
2019,Own,Bearcub,B,Cabernet Sauvignon,1.50,2,1-May-19,3-Jun-19,8-Aug-19,26.28,0.1303,1.04,26.1,3.10,5.80,1595.8,29-Oct-19,3.170,2.11,
2019,Own,Bearcub,B,Cabernet Sauvignon,6.97,2,1-May-19,3-Jun-19,8-Aug-19,26.28,0.1303,1.04,26.1,3.10,5.80,1595.8,29-Oct-19,19.030,2.73,
2019,Own,Bearcub,C,Cabernet Sauvignon,9.88,1,30-Apr-19,3-Jun-19,4-Aug-19,28.05,0.1362,1.53,25.7,3.20,5.60,1595.8,28-Oct-19,24.010,2.43,
2019,Own,Bearcub,D,Cabernet Sauvignon,11.00,3,30-Apr-19,3-Jun-19,8-Aug-19,28.32,0.1434,1.09,24.1,3.10,6.20,1595.8,5-Nov-19,37.150,3.38,
2019,Own,Bearcub,E,Cabernet Sauvignon,10.83,3,1-May-19,3-Jun-19,8-Aug-19,28.99,0.1444,1.25,25.0,3.20,5.70,1595.8,5-Nov-19,36.560,3.38,
2019,Own,Bearcub,F,Shiraz,10.30,2,26-Apr-19,5-Jun-19,4-Aug-19,31.78,0.1605,1.08,27.1,3.40,4.70,1595.8,29-Oct-19,24.650,2.39,
2017,Grower,Chobotar,1,Merlot,0.43,3,,,,,0.2115,,22.4,3.20,7.53,,15-Oct-17,0.693,1.63,
2017,Own,Dark_Horse,1,Merlot,1.79,2,2-May-17,13-Jun-17,17-Aug-17,37.9,0.1937,1.25,28.4,3.16,4.86,,1-Nov-17,4.930,2.75,
2017,Own,Dark_Horse,2,Merlot,2.30,3,2-May-17,13-Jun-17,15-Aug-17,43.0,0.1596,1.03,24.7,3.07,5.45,,22-Sep-17,12.215,5.30,
2017,Own,Dark_Horse,3,Merlot,1.04,3,2-May-17,13-Jun-17,15-Aug-17,35.6,0.1774,1.42,23.5,3.15,5.67,,22-Sep-17,4.514,4.36,
2017,Own,Dark_Horse,F,Merlot,1.89,1,30-Apr-17,17-Jun-17,15-Aug-17,38.6,0.2104,1.19,28.5,3.04,5.11,,1-Nov-17,4.454,2.36,
2017,Own,Dark_Horse,J,Merlot,1.24,1,1-May-17,16-Jun-17,15-Aug-17,40.0,0.2088,1.19,27.9,2.94,5.64,,1-Nov-17,2.487,2.00,
2019,Own,Bearcub,I,Cabernet Franc,5.91,2,27-Apr-19,3-Jun-19,12-Aug-19,22.97,0.2155,1.47,23.2,3.30,4.70,1597.4,28-Oct-19,19.950,3.38,
2019,Own,Bearcub,I,Cabernet Franc,1.20,1,27-Apr-19,3-Jun-19,12-Aug-19,22.97,0.2121,1.47,23.9,3.40,4.50,1597.4,28-Oct-19,3.730,3.10,
2019,Own,Bearcub,I,Cabernet Franc,1.23,1,27-Apr-19,3-Jun-19,12-Aug-19,22.97,0.2121,1.47,23.9,3.40,4.50,1597.4,28-Oct-19,3.990,3.25,
2019,Own,Bearcub,I,Cabernet Franc,2.25,1,27-Apr-19,3-Jun-19,12-Aug-19,22.97,0.2121,1.47,23.9,3.40,4.50,1597.4,28-Oct-19,6.390,2.85,
2019,Own,Bearcub,J,Shiraz,10.25,3,25-Apr-19,5-Jun-19,6-Aug-19,23.44,0.2406,1.47,24.5,3.50,5.20,1597.4,27-Oct-19,30.480,2.97,
2019,Own,Bearcub,K,Zinfandel,2.66,1,30-Apr-19,3-Jun-19,8-Aug-19,29.49,0.2083,1.82,27.3,3.25,5.70,1597.4,11-Oct-19,5.300,2.00,
2019,Own,Bearcub,K,Zinfandel,5.48,2,30-Apr-19,3-Jun-19,8-Aug-19,29.49,0.2297,1.82,25.5,3.20,6.10,1597.4,11-Oct-19,13.660,2.49,
2019,Own,Bearcub,K,Zinfandel,1.76,2,30-Apr-19,3-Jun-19,8-Aug-19,29.49,0.2297,1.82,25.5,3.20,6.10,1597.4,11-Oct-19,3.980,2.26,
2019,Own,Bearcub,K,Zinfandel,0.23,2,30-Apr-19,3-Jun-19,8-Aug-19,29.49,0.2297,1.82,25.5,3.20,6.10,1597.4,11-Oct-19,0.750,3.25,
2019,Own,Bearcub,L,Pinot Noir,8.94,2,27-Apr-19,3-Jun-19,3-Aug-19,30.77,0.1482,1.20,23.9,3.30,5.40,1557.1,20-Sep-19,21.380,2.39,
2019,Own,Bearcub,M,Sauvignon Blanc,6.68,3,26-Apr-19,5-Jun-19,6-Aug-19,55.87,0.1774,1.44,18.4,3.04,9.20,1347.2,29-Aug-19,42.415,6.35,
2019,Own,Bearcub,N,Sauvignon Blanc,6.29,3,26-Apr-19,5-Jun-19,6-Aug-19,56.60,0.1796,1.55,20.6,3.07,8.30,1476.6,8-Sep-19,41.448,6.59,
2019,Own,Bearcub,O,Shiraz,1.52,1,26-Apr-19,5-Jun-19,4-Aug-19,30.43,0.1589,1.65,24.9,3.39,5.10,1597.4,23-Oct-19,4.910,3.24,
2019,Own,Bearcub,O,Shiraz,3.47,2,26-Apr-19,5-Jun-19,4-Aug-19,30.43,0.1843,1.65,24.1,3.40,5.30,1597.4,29-Oct-19,10.870,3.14,
2019,Own,Bearcub,O,Shiraz,1.58,6,26-Apr-19,5-Jun-19,4-Aug-19,30.43,0.1879,1.65,24.1,3.40,5.30,1597.4,29-Oct-19,5.430,3.44,
2019,Own,Bearcub,P,Pinot Noir,4.12,2,27-Apr-19,1-Jun-19,1-Aug-19,30.22,0.1648,1.04,24.6,3.30,5.50,1557.1,20-Sep-19,3.230,0.78,
2019,Own,Bearcub,Q,Cabernet Sauvignon,9.02,3,1-May-19,3-Jun-19,10-Aug-19,33.41,0.1398,1.21,22.8,3.05,6.30,1597.4,17-Oct-19,27.320,3.03,
2019,Own,Bearcub,R,Sauvignon Blanc,5.59,3,26-Apr-19,5-Jun-19,5-Aug-19,62.56,0.1584,1.70,20.9,3.08,9.00,1428.8,4-Sep-19,33.670,6.03,
2019,Grower,Bedrock Farms,A,Sauvignon Blanc,1.36,3,,,,28.35,0.1793,,21.0,3.04,7.20,1579.6,26-Sep-19,7.430,5.46,
2019,Grower,BK Orchards,A,Pinot Gris,1.58,3,,,,26.60,0.1537,,20.8,2.95,10.50,1405.9,3-Oct-19,13.710,8.66,
2019,Grower,BK Orchards,B,Chardonnay,5.03,3,,,,23.76,0.1450,,23.0,2.99,11.10,1413.2,16-Oct-19,41.700,8.29,
2019,Grower,BK Orchards,C,Pinot Gris,4.69,3,,,,25.83,0.1708,,19.7,2.97,9.70,1405.9,3-Oct-19,34.230,7.30,
2019,Grower,BK Orchards,D,Pinot Gris,1.98,3,,,,25.09,0.1739,,19.4,3.00,9.00,1412.0,11-Oct-19,13.800,6.96,
2019,Grower,BK Orchards,E,Pinot Noir,5.68,6,,,,21.38,0.1608,,17.1,2.95,13.53,1319.6,11-Sep-19,36.485,6.42,
2019,Grower,BK Orchards,F,Chardonnay,6.20,3,,,,20.73,0.1626,1.26,22.1,2.97,10.30,1412.0,15-Oct-19,32.570,5.25,
2019,Grower,BK Orchards,G,Pinot Gris,3.73,3,,,,24.07,0.1642,,19.4,2.98,9.20,1412.0,12-Oct-19,23.720,6.36,
2019,Grower,BK Orchards,H,Gewurztraminer,5.82,3,,,,21.14,0.1924,1.36,22.0,3.10,8.10,1414.4,24-Oct-19,23.320,4.01,
2019,Grower,BK Orchards,I,Pinot Blanc,3.71,3,,,,18.16,0.2333,1.37,21.6,2.93,10.90,1414.4,23-Oct-19,21.850,5.90,
2019,Grower,BK Orchards,J,Pinot Gris,1.60,3,,,,16.60,0.1508,,19.6,2.94,9.70,1412.0,11-Oct-19,6.360,3.97,
2019,Grower,BK Orchards,K,Gewurztraminer,2.22,3,,,,20.33,0.2120,1.47,21.3,3.08,9.10,1414.4,24-Oct-19,15.730,7.08,
2019,Grower,Blue Sky,P,Cabernet Sauvignon,4.00,3,,,,,0.1566,1.34,22.5,3.10,6.20,1414.4,26-Oct-19,10.430,2.61,
2019,Grower,Blue Sky,Q,Cabernet Franc,3.00,3,,,,,0.1856,1.45,21.1,3.10,5.40,1414.4,26-Oct-19,7.930,2.64,
2019,Grower,Blue Sky,R,Shiraz,1.50,3,,,,,0.1735,1.39,21.7,3.10,5.60,1414.4,26-Oct-19,4.170,2.78,
2019,Grower,Braich,A,Pinot Noir,2.12,2,,,,21.28,0.1820,,23.2,3.20,5.20,1414.4,4-Oct-19,13.060,6.17,
2019,Grower,Braich,B,Chardonnay,2.13,3,,,,20.60,0.2165,,21.6,3.15,6.20,1414.4,5-Oct-19,16.330,7.66,
2019,Grower,Braich,C,Pinot Gris,4.62,3,,,,21.81,0.1790,,20.9,3.07,6.60,1414.4,25-Sep-19,33.670,7.29,
2019,Grower,Brar Orchards,B,Sauvignon Blanc,1.75,3,,,,24.38,0.1685,,19.2,3.07,6.30,1414.4,2-Oct-19,10.780,6.15,
2017,Own,Dark_Horse,K,Merlot,0.38,1,30-Apr-17,16-Jun-17,15-Aug-17,38.9,0.1919,1.10,29.0,3.07,4.80,,2-Nov-17,0.593,1.56,
2019,Grower,Brar Orchards,D,Pinot Gris,0.88,3,,,,29.47,0.1432,,22.2,3.20,5.80,1414.4,24-Sep-19,5.070,5.75,
2019,Grower,Brar Orchards,E,Semillon,0.88,3,,,,17.33,0.2338,,20.2,3.15,6.20,1414.4,2-Oct-19,4.220,4.80,
2017,Grower,Dhaliwal_D,C,Merlot,5.21,3,,,,,0.2244,,21.4,3.02,7.41,,5-Oct-17,31.662,6.07,
2019,Grower,Brar_K,B,Cabernet Franc,0.57,3,,,,,0.2162,1.10,22.4,3.20,6.30,1414.4,26-Oct-19,1.750,3.07,
2017,Grower,Dhaliwal_S,A,Merlot,1.70,3,,,,,0.1724,,24.3,3.08,5.67,,5-Oct-17,8.880,5.22,
2019,Grower,Brar_S,A,Gewurztraminer,2.76,3,,,,19.38,0.1745,,18.7,3.20,5.20,1414.4,11-Oct-19,17.280,6.26,
2017,Grower,Dhaliwal_S_S,A,Merlot,8.76,3,,,,,0.2239,,25.3,2.91,8.73,,16-Oct-17,49.299,5.63,
2019,Grower,Brar_S,C,Pinot Gris,1.74,3,,,,22.80,0.1541,,20.5,3.10,6.00,1414.4,24-Sep-19,12.310,7.07,
2019,Grower,Brar_S,D,Sauvignon Blanc,2.91,3,,,,21.97,0.1795,,18.1,3.07,6.40,1414.4,25-Sep-19,16.990,5.83,
2019,Own,BSV,A,Zinfandel,11.45,,,,,,,,N/A,N/A,N/A,1414.4,N/A,0.000,0.00,
2019,Own,BSV,B,Cabernet Sauvignon,5.42,,,,,,,,N/A,N/A,N/A,1414.4,N/A,0.000,0.00,
2019,Own,BSV,C,Cabernet Sauvignon,9.60,,,,,,,,N/A,N/A,N/A,1414.4,N/A,0.000,0.00,
2019,Own,BSV,D,Cabernet Sauvignon,1.98,,,,,,,,N/A,N/A,N/A,1414.4,N/A,0.000,0.00,
2019,Own,BSV,E,Cabernet Sauvignon,3.96,,,,,,,,N/A,N/A,N/A,1414.4,N/A,0.000,0.00,
2019,Own,BSV2,A,Shiraz,1.62,3,26-Apr-19,,7-Aug-19,15.87,0.2027,1.41,22.5,3.20,5.80,1414.4,11-Oct-19,6.050,3.73,
2019,Own,BSV2,A,Shiraz,7.86,3,26-Apr-19,,7-Aug-19,15.87,0.2027,1.41,22.8,3.20,5.90,1414.4,4-Nov-19,21.930,2.79,
2019,Own,BSV2,A2,Cabernet Franc,1.56,1,22-Apr-19,,12-Aug-19,22.73,0.1793,1.51,23.7,3.23,4.90,1414.4,13-Oct-19,4.632,2.96,
2019,Own,BSV2,A2,Cabernet Franc,1.86,2,22-Apr-19,,12-Aug-19,22.73,0.1682,1.51,24.7,3.18,5.40,1414.4,22-Oct-19,6.330,3.41,
2019,Own,BSV2,A2,Cabernet Franc,1.18,1,22-Apr-19,,12-Aug-19,22.73,0.1829,1.51,25.4,3.28,4.50,1414.4,22-Oct-19,5.780,4.91,
2017,Grower,Dhaliwal_S_S,B,Merlot,4.53,3,,,,,0.2242,,24.2,3.03,7.21,,17-Oct-17,23.948,5.29,
2017,Grower,Dhaliwal_S_S,C,Merlot,5.70,3,,,,,0.2216,,25.3,2.91,8.55,,18-Oct-17,33.912,5.95,
2017,Grower,Gill_G&M,A,Merlot,1.63,3,,,,,,,,,,,#DIV/0!,0.000,0.00,
2017,Grower,Gill_G&M,D,Merlot,3.62,3,,,,,,,,,,,#DIV/0!,0.000,0.00,
2019,Own,BSV2,C,Shiraz,2.68,2,26-Apr-19,,7-Aug-19,18.29,0.1659,1.33,25.7,3.40,4.90,1414.4,31-Oct-19,6.680,2.50,
2019,Own,BSV2,D,Cabernet Sauvignon,8.02,2,30-Apr-19,,5-Aug-19,21.78,0.1509,1.22,25.0,3.20,6.00,1414.4,31-Oct-19,14.530,1.81,
2019,Own,BSV2,D,Cabernet Sauvignon,1.64,1,30-Apr-19,,5-Aug-19,21.78,0.1227,1.22,24.9,3.30,5.30,1414.4,2-Nov-19,3.280,2.00,
2019,Own,BSV2,D,Cabernet Sauvignon,1.77,1,30-Apr-19,,5-Aug-19,21.78,0.1227,1.22,24.9,3.30,5.30,1414.4,28-Oct-19,3.190,1.80,
2017,Grower,Halla,A,Merlot,1.59,3,,,,,0.1895,,22.9,2.86,8.02,,#DIV/0!,0.000,0.00,
2017,Grower,Haynes,B,Merlot,4.12,3,,,,,0.1197,,25.9,3.03,6.18,,18-Oct-17,18.041,4.38,
2017,Grower,Inkameep,A,Merlot,2.99,3,,,,,0.2059,,23.1,3.05,7.00,,19-Sep-17,12.501,4.18,
2017,Grower,Inkameep,Bn,Merlot,2.13,3,,,,,0.2087,,22.5,3.11,6.81,,19-Sep-17,7.434,3.50,
2017,Grower,Inkameep,Bs,Merlot,1.90,3,,,,,0.2511,,23.9,3.15,6.23,,23-Sep-17,7.448,3.91,
2017,Grower,Inkameep,Cs1,Merlot,1.90,3,,,,,0.1926,,24.8,3.16,5.67,,23-Sep-17,4.204,2.21,
2017,Grower,Inkameep,E2,Merlot,4.42,3,,,,,0.1984,,24.2,3.10,6.27,,19-Sep-17,17.072,3.86,
2017,Grower,Inkameep,F,Merlot,6.42,3,,,,,0.2124,,25.1,3.12,6.10,,9-Oct-17,22.901,3.56,
2017,Grower,Inkameep,H,Merlot,3.45,3,,,,,0.1953,,22.7,3.16,6.45,,23-Sep-17,6.556,1.90,
2017,Grower,Inkameep,H1s,Merlot,4.47,3,,,,,0.2513,,23.8,3.21,5.75,,23-Sep-17,6.277,1.40,
2017,Grower,Inkameep,I,Merlot,5.19,3,,,,,0.1788,,23.2,3.15,6.30,,20-Sep-17,10.828,2.09,
2017,Grower,Inkameep,I1n,Merlot,3.78,3,,,,,,,,,,,#DIV/0!,0.000,0.00,
2017,Grower,Inkameep,I1s,Merlot,2.25,3,,,,,0.2251,,24.1,3.18,5.22,,9-Oct-17,8.691,3.86,
2019,Own,Bullpine,E,Shiraz,6.46,3,30-Apr-19,5-Jun-19,12-Aug-19,27.52,0.2797,1.48,24.2,3.30,5.10,1414.4,4-Nov-19,25.940,4.01,
2017,Grower,Inkameep,I2,Merlot,2.03,3,,,,,0.1979,,23.9,3.18,5.87,,23-Sep-17,6.524,3.22,
2017,Grower,Inkameep,M,Merlot,6.50,3,,,,,0.1873,,23.3,3.01,7.27,,20-Sep-17,17.890,2.75,
2017,Grower,Inkameep,Z2,Merlot,0.52,3,,,,,0.2300,,21.2,3.07,8.03,,23-Sep-17,1.587,3.06,
2019,Own,Bullpine,H,Shiraz,11.28,3,30-Apr-19,5-Jun-19,14-Aug-19,27.99,0.2720,1.86,21.6,3.26,5.90,1414.4,5-Oct-19,50.460,4.47,
2019,Own,Bullpine,I,Viognier,1.28,1,29-Apr-19,1-Jun-19,10-Aug-19,25.05,0.2714,1.32,24.4,3.45,3.90,1414.4,23-Oct-19,4.550,3.55,
2019,Own,Bullpine,I,Viognier,6.35,3,29-Apr-19,1-Jun-19,10-Aug-19,25.05,0.2708,1.32,21.8,3.29,4.80,1414.4,23-Oct-19,29.720,4.68,
2017,Grower,Inkameep,Z3,Merlot,0.30,3,,,,,0.1579,,21.9,3.42,6.06,,23-Sep-17,0.773,2.58,
2017,Grower,Inkameep,Z8,Merlot,0.44,3,,,,,0.2478,,23.1,3.14,6.58,,23-Sep-17,1.577,3.55,
2019,Own,Bullpine,L,Shiraz,6.84,2,27-Apr-19,4-Jun-19,9-Aug-19,25.02,0.2707,1.24,22.0,3.30,5.70,1414.4,30-Oct-19,28.710,4.20,
2019,Own,Bullpine,L,Shiraz,2.47,3,27-Apr-19,4-Jun-19,9-Aug-19,25.02,0.2439,1.24,22.0,3.30,5.70,1414.4,4-Nov-19,10.030,4.06,
2019,Own,Bullpine,M,Cabernet Sauvignon,8.51,3,30-Apr-19,3-Jun-19,8-Aug-19,21.95,0.2003,1.32,22.8,3.30,6.00,1414.4,5-Nov-19,16.630,1.95,
2019,Own,Bullpine,N,Pinot Noir,4.19,2,3-May-19,4-Jun-19,8-Aug-19,24.55,0.1530,0.98,22.4,3.26,6.30,1414.4,24-Sep-19,11.470,2.74,
2017,Grower,King ,B,Merlot,9.00,3,,,,,0.2040,,24.3,2.91,8.19,,27-Oct-17,56.315,6.26,
2019,Own,Bullpine,P,Cabernet Sauvignon,1.70,1,4-May-19,3-Jun-19,10-Aug-19,25.59,0.1609,0.98,24.8,3.20,5.80,1414.4,2-Nov-19,4.080,2.40,
2019,Own,Bullpine,P,Cabernet Sauvignon,8.78,3,4-May-19,3-Jun-19,10-Aug-19,25.59,0.1708,0.98,24.0,3.10,6.20,1414.4,6-Nov-19,29.190,3.33,
2019,Own,Bullpine,R,Cabernet Sauvignon,12.96,3,6-May-19,2-Jun-19,15-Aug-19,22.58,0.1308,1.13,23.1,3.20,5.80,1414.4,6-Nov-19,26.250,2.02,
2019,Own,Bullpine,S,Cabernet Sauvignon,7.00,3,30-Apr-19,2-Jun-19,13-Aug-19,25.87,0.1734,1.03,23.3,3.20,5.40,1414.4,7-Nov-19,20.010,2.86,
2019,Own,Bullpine,T,Cabernet Sauvignon,2.29,2,1-May-19,2-Jun-19,8-Aug-19,27.65,0.1624,1.17,25.9,3.20,6.60,1414.4,30-Oct-19,7.730,3.38,
2019,Own,Bullpine,T,Cabernet Sauvignon,6.17,2,1-May-19,2-Jun-19,8-Aug-19,27.65,0.1663,1.17,25.4,3.20,6.00,1414.4,30-Oct-19,17.910,2.90,
2019,Own,Bullpine,T,Cabernet Sauvignon,3.58,2,1-May-19,2-Jun-19,8-Aug-19,27.65,0.1663,1.17,25.4,3.20,6.00,1414.4,30-Oct-19,12.770,3.56,
2017,Own,Nk_Mip,1,Merlot,1.64,3,29-Apr-17,12-Jun-17,18-Aug-17,28.0,0.2156,1.38,20.9,2.99,7.56,,2-Oct-17,9.168,5.58,
2019,Own,Bullpine,V,Cabernet Sauvignon,8.82,3,30-Apr-19,3-Jun-19,13-Aug-19,26.58,0.1540,1.09,23.9,3.20,5.50,1414.4,7-Nov-19,22.770,2.58,
2019,Own,Bullpine,W,Cabernet Sauvignon,7.49,3,30-Apr-19,3-Jun-19,8-Aug-19,27.82,0.1767,1.19,25.7,3.20,5.60,1414.4,7-Nov-19,22.880,3.06,
2019,Own,Bullpine,W,Cabernet Sauvignon,1.48,2,30-Apr-19,3-Jun-19,8-Aug-19,27.82,0.1606,1.19,25.5,3.20,6.00,1414.4,30-Oct-19,4.330,2.93,
2019,Own,Bullpine,W,Cabernet Sauvignon,1.53,2,30-Apr-19,3-Jun-19,8-Aug-19,27.82,0.1606,1.19,25.5,3.20,6.00,1414.4,30-Oct-19,4.890,3.20,
2019,Own,Bullpine,X,Pinot Noir,12.51,1,30-Apr-19,5-Jun-19,7-Aug-19,22.89,0.1406,1.05,23.8,3.31,5.30,1414.4,23-Sep-19,31.488,2.52,
2019,Own,Bullpine,Y,Sauvignon Blanc,12.55,3,1-May-19,6-Jun-19,7-Aug-19,35.97,0.1974,1.26,16.6,3.01,9.00,1414.4,2-Sep-19,73.612,5.87,
2017,Own,Nk_Mip,2,Merlot,1.09,3,29-Apr-17,10-Jun-17,14-Aug-17,28.8,0.1977,1.32,23.3,3.02,6.68,,2-Oct-17,5.664,5.22,
2019,Own,Bullpine,Z2,Shiraz,6.41,3,1-May-19,4-Jun-19,6-Aug-19,21.27,0.2151,1.43,25.4,3.48,4.30,1414.4,21-Oct-19,19.120,2.99,
2019,Grower,Buttar,A,Chardonnay,3.60,3,,,,,0.1854,,22.1,3.23,7.40,1414.4,2-Oct-19,13.750,3.82,
2017,Own,Nk_Mip,A,Merlot,4.80,1,29-Apr-17,10-Jun-17,13-Aug-17,33.2,0.1746,1.09,29.5,3.11,5.45,,16-Oct-17,15.000,3.12,
2019,Grower,Cachola_D&M,A,Pinot Noir,3.19,2,,,,21.96,0.1697,,22.8,3.24,7.30,1414.4,14-Oct-19,8.500,2.66,
2019,Grower,Cachola_D&M,B,Chardonnay,2.51,3,,,,23.20,0.1534,,21.9,3.28,6.90,1414.4,13-Oct-19,11.480,4.57,
2019,Grower,Cachola_D&M,C,Muscat,2.11,,,,,,,,N/A,N/A,N/A,1414.4,N/A,0.000,0.00,
2019,Grower,Cachola,A,Pinot Gris,2.77,3,,,,21.91,0.1486,,21.1,3.15,6.40,1414.4,4-Oct-19,11.630,4.20,
2019,Grower,Canada West Tree Fruits,A,Gewurztraminer,6.31,3,,,,,0.2101,1.10,21.0,3.29,6.20,1060.0,22-Oct-19,42.150,6.68,
2019,Grower,Canada West Tree Fruits,B,Pinotage,1.29,3,,,,,0.2887,,17.8,3.02,11.80,1059.0,12-Oct-19,10.260,7.95,
2019,Grower,Canada West Tree Fruits,C,Baco Noir,1.00,3,,,,,0.1351,,18.5,2.90,18.10,1059.0,12-Oct-19,5.460,5.46,
2017,Own,Nk_Mip,E,Merlot,0.11,3,29-Apr-17,10-Jun-17,14-Aug-17,18.3,0.1059,1.18,23.9,3.12,6.14,,2-Oct-17,0.117,1.03,
2019,Grower,Celentano,A,Riesling,5.14,3,,,,,0.1266,1.16,21.5,2.90,9.20,1585.3,26-Oct-19,19.180,3.73,
2017,Own,Nk_Mip,G,Merlot,3.22,3,29-Apr-17,10-Jun-17,12-Aug-17,25.1,0.1596,1.46,24.6,3.12,6.55,,2-Oct-17,10.504,3.26,
2019,Grower,Chobotar,2,Gewurztraminer,1.55,3,,,,15.93,0.1703,,22.0,3.54,4.40,1571.3,25-Sep-19,6.890,4.44,
2019,Own,Culmina,D,Cabernet Sauvignon,1.00,1,,,,,,,25.8,3.58,5.80,1585.3,28-Oct-19,3.600,3.60,
2019,Own,Dark_Horse,A,Tempranillo,2.31,2,27-Apr-19,,7-Aug-19,18.94,0.2813,1.56,21.9,3.14,7.10,1585.3,1-Nov-19,8.890,3.86,
2019,Own,Dark_Horse,B,Chardonnay,1.43,1,22-Apr-19,,9-Aug-19,19.43,0.1565,,22.7,3.20,5.30,1571.4,24-Sep-19,3.830,2.68,
2019,Own,Dark_Horse,C,Cabernet Sauvignon,2.21,1,29-Apr-19,,12-Aug-19,25.20,0.1627,1.23,23.7,3.22,5.00,1585.3,24-Oct-19,3.600,1.63,
2019,Own,Dark_Horse,D,Cabernet Franc,1.60,1,22-Apr-19,,,22.40,0.2067,1.21,23.5,3.20,4.10,1585.3,1-Nov-19,4.160,2.60,
2019,Own,Dark_Horse,E,Chardonnay,0.63,1,23-Apr-19,,9-Aug-19,23.40,0.1704,,23.8,3.20,6.20,1571.4,24-Sep-19,1.740,2.77,
2017,Grower,Phantom Creek,C,Merlot,1.12,3,,,,,0.1891,,24.5,3.06,7.32,,20-Sep-17,4.880,4.36,
2019,Own,Dark_Horse,G,Pinot Noir,2.33,1,26-Apr-19,,4-Aug-19,22.16,0.1460,0.84,25.3,3.33,4.40,1579.6,1-Oct-19,3.960,1.70,
2019,Own,Dark_Horse,H,Pinot Noir,1.83,,22-Apr-19,,,,,,N/A,N/A,N/A,N/A,N/A,0.000,0.00,
2019,Own,Dark_Horse,I,Chardonnay,1.22,,,,,,,,N/A,N/A,N/A,N/A,N/A,0.000,0.00,
2017,Grower,Phantom Creek,D,Merlot,0.75,3,,,,,0.1430,,23.2,3.16,7.44,,20-Sep-17,2.398,3.20,
2017,Own,Plut,D,Merlot,5.22,3,,,,,0.2438,,23.5,2.99,7.51,,14-Oct-17,14.041,2.69,
2019,Own,Dark_Horse,L,Chardonnay,0.25,,,,,,,,N/A,N/A,N/A,N/A,N/A,0.000,0.00,
2019,Own,Dark_Horse,M,Mixed,0.67,3,23-Apr-19,,5-Aug-19,17.33,0.1210,,23.0,3.21,4.03,1585.3,16-Oct-19,0.490,0.73,
2019,Own,Dark_Horse,N,Chardonnay,0.26,1,24-Apr-19,,9-Aug-19,24.45,0.1643,,23.8,3.20,6.00,1571.4,24-Sep-19,1.150,4.43,
2019,Grower,Defehr,A,Pinot Gris,2.16,3,,,,20.87,0.1898,,20.6,3.05,7.00,1380.2,2-Oct-19,8.490,3.93,
2019,Grower,Defehr,B,Chardonnay,0.81,3,,,,20.63,0.1723,,19.8,3.01,8.30,1384.5,9-Oct-19,2.580,3.19,
2019,Grower,Dhaliwal_D,A,Petit Verdot,1.44,3,,,,31.91,0.1907,1.28,24.4,3.10,11.00,1588.1,26-Oct-19,8.890,6.16,
2019,Grower,Dhaliwal_D,B,Malbec,1.45,2,,,,31.63,0.3000,2.42,N/A,N/A,N/A,N/A,N/A,0.000,0.00,
2017,Grower,Rejoicing Reds,A,Merlot,5.90,3,,,,,0.2311,,23.8,2.93,8.53,,20-Oct-17,23.512,3.99,
2019,Grower,Dhaliwal_G,A,Cabernet Sauvignon,0.80,3,,,,21.27,0.1373,1.14,N/A,N/A,N/A,N/A,N/A,0.000,0.00,
2019,Grower,Dhaliwal_G,B,Pinot Gris,1.71,3,,,,22.75,0.1885,,21.2,3.13,7.30,1375.7,19-Sep-19,9.670,5.65,
2019,Grower,Dhaliwal_G,C,Viognier,2.50,3,,,,19.33,0.2229,1.45,N/A,N/A,N/A,N/A,N/A,0.000,0.00,
