Business Unit,Vineyard,Block,Variety,Pheno Stage,Date
Oliver North,SF16,KC 16SZKC,Shiraz,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF16,L 16SZL,Shiraz,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF16,M 16PGM,Pinot Gris,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,A 18PGA,Pinot Gris,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,B 18PGB,Pinot Gris,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,C 18RSC,Riesling,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,D 18PGD,Pinot Gris,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,E 18PGE,Pinot Gris,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,F 18RSF,Riesling,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,G 18MEG,Merlot,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,G 18MEG,Merlot,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,H 18MEH,Merlot,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,I 18MEI,Merlot,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,J 18MEJ,Merlot,19. 16 Leaves Begin Flowering,18-05-27
Oliver North,SF18,K 18RSK,Riesling,19. 16 Leaves Begin Flowering,18-05-27
Oliver South,SF23,H 23MEH (Retired Nov. 30/15),Merlot,25. 80% Caps Off,13-06-18
Oliver South,SF23,A 23MEA (Retired Nov. 30/15),Merlot,25. 80% Caps Off,13-06-18
Oliver South,SF23,I 23MEI (Retired Nov. 30/15),Merlot,25. 80% Caps Off,13-06-18
Oliver South,SF23,G 23MEG (Retired Nov. 30/15),Merlot,25. 80% Caps Off,13-06-18
Oliver South,SF23,E 23MEE (Retired Nov. 30/15),Merlot,25. 80% Caps Off,13-06-18
Oliver South,SF23,C 23MEC (Retired Nov. 30/15),Merlot,25. 80% Caps Off,13-06-18
Oliver South,SF23,J 23MEJ (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,C 23MEC (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,B 23MEB (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,A 23MEA (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,H 23MEH (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,I 23MEI (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,G 23MEG (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,F 23MEF (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,E 23MEE (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,D 23MED (Retired Nov. 30/15),Merlot,29. Berries 4mm,14-07-02
Oliver South,SF23,I 23MEI (Retired Nov. 30/15),Merlot,32. Begin Bunch Close,14-07-18
Oliver South,SF23,F 23MEF (Retired Nov. 30/15),Merlot,32. Begin Bunch Close,14-07-18
Oliver South,SF11,C 11CHC,Chardonnay,4. Budburst,15-04-10
Oliver South,SF11,WA 11MEWA,Merlot,5. Rosette Visible,15-04-10
Oliver South,SF11,S 11PBS,Pinot Blanc,5. Rosette Visible,15-04-10
Oliver South,SF11,XB 11CHXB (Retired 01/04/18),Chardonnay,5. Rosette Visible,15-04-10
Oliver South,SF11,D 11CHD,Chardonnay,4. Budburst,15-04-10
Oliver South,SF11,D 11CHD,Chardonnay,4. Budburst,15-04-17
Oliver South,SF11,O 11CHO,Chardonnay,4. Budburst,15-04-17
Oliver South,SF11,G 11PNG,Pinot Noir,3. Woolly Bud,15-04-20
Oliver South,SF11,H 11PNH,Pinot Noir,3. Woolly Bud,15-04-20
Oliver South,SF11,I 11PNI,Pinot Noir,3. Woolly Bud,15-04-20
Oliver South,SF11,S 11PBS,Pinot Blanc,3. Woolly Bud,15-04-20
Oliver South,SF11,XB 11CHXB (Retired 01/04/18),Chardonnay,5. Rosette Visible,15-04-20
Oliver South,SF11,I 11PNI,Pinot Noir,4. Budburst,15-04-24
Oliver South,SF11,H 11PNH,Pinot Noir,4. Budburst,15-04-24
Oliver South,SF11,Z 11MEZ,Merlot,5. Rosette Visible,15-04-24
Oliver South,SF11,Y 11SBY,Sauvignon Blanc,5. Rosette Visible,15-04-24
Oliver South,SF11,WA 11MEWA,Merlot,4. Budburst,15-04-24
Oliver South,SF11,V 11MEV,Merlot,5. Rosette Visible,15-04-24
Oliver South,SF11,V 11MEV,Merlot,5. Rosette Visible,15-04-24
Oliver South,SF11,R 11CAR,Cabernet Sauvignon,5. Rosette Visible,15-04-24
Oliver South,SF11,Q 11CAQ,Cabernet Sauvignon,5. Rosette Visible,15-04-24
Oliver South,SF11,P 11CAP,Cabernet Sauvignon,5. Rosette Visible,15-04-24
Oliver South,SF11,O 11CHO,Chardonnay,7. First Petiole separated题迨,15-04-24
Oliver South,SF11,N 11CFN,Cabernet Franc,5. Rosette Visible,15-04-24
Oliver South,SF11,M 11CFM,Cabernet Franc,5. Rosette Visible,15-04-24
Oliver South,SF11,F 11PNF,Pinot Noir,7. First Petiole separated题迨,15-04-24
Oliver South,SF11,F 11PNF,Pinot Noir,4. Budburst,15-04-24
Oliver South,SF11,L 11CFL,Cabernet Franc,5. Rosette Visible,15-04-24
Oliver South,SF11,L 11CFL,Cabernet Franc,5. Rosette Visible,15-04-24
Oliver South,SF11,G 11PNG,Pinot Noir,7. First Petiole separated题迨,15-04-24
Oliver South,SF11,G 11PNG,Pinot Noir,4. Budburst,15-04-24
Oliver South,SF11,K 11GAK,Gamay Noir,5. Rosette Visible,15-04-24
Oliver South,SF11,C 11CHC,Chardonnay,3. Woolly Bud,16-04-05
Oliver South,SF11,D 11CHD,Chardonnay,3. Woolly Bud,16-04-05
Oliver South,SF11,G 11PNG,Pinot Noir,3. Woolly Bud,16-04-06
Oliver South,SF11,S 11PBS,Pinot Blanc,3. Woolly Bud,16-04-06
Oliver South,SF11,XA 11CHXA (Retired 01/04/18),Chardonnay,3. Woolly Bud,16-04-06
Oliver South,SF11,H 11PNH,Pinot Noir,3. Woolly Bud,16-04-06
Oliver South,SF11,M 11CFM,Cabernet Franc,3. Woolly Bud,16-04-07
Oliver South,SF11,L 11CFL,Cabernet Franc,3. Woolly Bud,16-04-07
Oliver South,SF11,N 11CFN,Cabernet Franc,3. Woolly Bud,16-04-07
Oliver South,SF04,CA 04CFCA (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,16-04-07
Oliver South,SF11,J 11CHJ,Chardonnay,3. Woolly Bud,16-04-08
Oliver South,SF11,O 11CHO,Chardonnay,3. Woolly Bud,16-04-08
Oliver South,SF11,L 11CFL,Cabernet Franc,3. Woolly Bud,16-04-12
Oliver South,SF11,D 11CHD,Chardonnay,3. Woolly Bud,16-04-12
Oliver South,SF11,H 11PNH,Pinot Noir,4. Budburst,16-04-12
Oliver South,SF11,K 11GAK,Gamay Noir,3. Woolly Bud,16-04-12
Oliver South,SF11,G 11PNG,Pinot Noir,4. Budburst,16-04-12
Oliver South,SF04,B 04PNB,Pinot Noir,3. Woolly Bud,16-04-12
Oliver South,SF11,M 11CFM,Cabernet Franc,3. Woolly Bud,16-04-12
Oliver South,SF11,C 11CHC,Chardonnay,4. Budburst,16-04-12
Oliver South,SF11,F 11PNF,Pinot Noir,3. Woolly Bud,16-04-12
Oliver South,SF11,N 11CFN,Cabernet Franc,3. Woolly Bud,16-04-12
Oliver South,SF11,E 11CHE,Chardonnay,3. Woolly Bud,16-04-12
Oliver South,SF11,A 11CAA,Cabernet Sauvignon,3. Woolly Bud,16-04-12
Oliver South,SF11,B 11CAB,Cabernet Sauvignon,3. Woolly Bud,16-04-12
Oliver South,SF04,AA 04MEAA (Retired 02/04/17),Merlot,4. Budburst,16-04-18
Oliver South,SF04,B 04PNB,Pinot Noir,4. Budburst,16-04-18
Oliver South,SF11,P 11CAP,Cabernet Sauvignon,4. Budburst,16-04-20
Oliver South,SF11,Q 11CAQ,Cabernet Sauvignon,4. Budburst,16-04-20
Oliver South,SF01,C 01CHC,Chardonnay,16. 10 Leaves separated,16-05-13
Oliver South,SF11,J 11CHJ,Chardonnay,15. 8 Leaves separated,16-05-13
Oliver South,SF11,J 11CHJ,Chardonnay,16. 10 Leaves separated,16-05-25
Oliver South,SF01,C 01CHC,Chardonnay,16. 10 Leaves separated,16-05-25
Oliver South,SF11,J 11CHJ,Chardonnay,16. 10 Leaves separated,16-05-25
Oliver South,SF11,C 11CHC,Chardonnay,23. Full Bloom  50% Cap Fall,16-05-25
Oliver South,SF17,C 17MEC,Merlot,3. Woolly Bud,17-04-28
Oliver South,SF17,E 17SBE,Sauvignon Blanc,3. Woolly Bud,17-04-28
Oliver South,SF11,J 11CHJ,Chardonnay,3. Woolly Bud,17-04-28
Oliver South,SF11,O 11CHO,Chardonnay,3. Woolly Bud,17-04-28
Oliver South,SF26,CB 26CHCB (Retired 01/04/18),Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF26,B 26CHB,Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF26,CA 26CHCA (Retired 01/04/18),Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF26,E 26CHE,Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF26,F 26CHF,Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF27,BA 27CHBA (Retired01/04/18),Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF27,BA 27CHBA (Retired01/04/18),Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF27,BB 27CHBB (Retired01/04/18),Chardonnay,3. Woolly Bud,17-05-02
Oliver South,SF27,H 27CAH (Retired 01/04/18),Cabernet Sauvig,3. Woolly Bud,17-05-02
Oliver South,SF27,G 27CFG,Cabernet Franc,3. Woolly Bud,17-05-04
Oliver South,SF27,G 27GAG,Gamay Feaux,3. Woolly Bud,17-05-04
Oliver South,SF11,Y 11SBY,Sauvignon Blanc,9. 2-3 Leaves separated,17-05-04
Oliver South,SF11,V 11MEV,Merlot,9. 2-3 Leaves separated,17-05-04
Oliver South,SF11,Z 11MEZ,Merlot,9. 2-3 Leaves separated,17-05-04
Oliver South,SF27,C 27CFC,Cabernet Franc,3. Woolly Bud,17-05-04
Oliver South,SF27,D 27ALD (Retired 01/04/18),Alicante,3. Woolly Bud,17-05-04
Oliver South,SF27,E 27CAE (Retired 01/04/18),Cabernet Sauvig,3. Woolly Bud,17-05-04
Oliver South,SF27,FA 27MEFA (Retired01/04/18),Merlot,3. Woolly Bud,17-05-04
Oliver South,SF27,FB 27MEFB (Retired01/04/18),Merlot,3. Woolly Bud,17-05-04
Oliver South,SF09,C 09VDC,Vidal,4. Budburst,17-05-05
Oliver South,SF11,E 11CHE,Chardonnay,9. 2-3 Leaves separated,17-05-05
Oliver South,SF11,K 11GAK,Gamay Noir,9. 2-3 Leaves separated,17-05-05
Oliver South,SF11,H 11PNH,Pinot Noir,9. 2-3 Leaves separated,17-05-05
Oliver South,SF11,F 11PNF,Pinot Noir,4. Budburst,17-05-05
Oliver South,SF04,AB 04MEAB (Retired 01/04/18),Merlot,9. 2-3 Leaves separated,17-05-06
Oliver South,SF04,AA 04MEAA (Retired 29/07/18) ,Merlot,9. 2-3 Leaves separated,17-05-06
Oliver South,SF04,CA 04CFCA (Retired 01/04/18),Cabernet Franc,9. 2-3 Leaves separated,17-05-08
Oliver South,SF04,B 04PNB,Pinot Noir,4. Budburst,17-05-08
Oliver South,SF11,XA 11CHXA (Retired 01/04/18),Chardonnay,9. 2-3 Leaves separated,17-05-08
Oliver South,SF11,S 11PBS,Pinot Blanc,9. 2-3 Leaves separated,17-05-08
Oliver South,SF09,B 09CHB,Chardonnay,4. Budburst,17-05-08
Oliver South,SF09,A 09CAA,Cabernet Sauvignon,4. Budburst,17-05-08
Oliver South,SF04,CB 04CFCB (Retired 01/04/18),Cabernet Franc,9. 2-3 Leaves separated,17-05-08
Oliver South,SF11,XB 11CHXB (Retired 01/04/18),Chardonnay,9. 2-3 Leaves separated,17-05-08
Oliver South,SF11,WB 11MEWB,Merlot,9. 2-3 Leaves separated,17-05-08
Oliver South,SF11,WA 11MEWA,Merlot,9. 2-3 Leaves separated,17-05-08
Oliver South,SF11,WC 11MEWC,Merlot,9. 2-3 Leaves separated,17-05-08
Oliver South,SF11,P 11CAP,Cabernet Sauvignon,7. First Petiole separated题迨,17-05-09
Oliver South,SF11,B 11CAB,Cabernet Sauvignon,9. 2-3 Leaves separated,17-05-09
Oliver South,SF11,E 11CHE,Chardonnay,9. 2-3 Leaves separated,17-05-09
Oliver South,SF11,A 11CAA,Cabernet Sauvignon,9. 2-3 Leaves separated,17-05-09
Oliver South,SF01,D 01MED,Merlot,4. Budburst,17-05-09
Oliver South,SF11,O 11CHO,Chardonnay,4. Budburst,17-05-09
Oliver South,SF01,E 01MEE,Merlot,4. Budburst,17-05-09
Oliver South,SF11,M 11CFM,Cabernet Franc,9. 2-3 Leaves separated,17-05-09
Oliver South,SF11,L 11CFL,Cabernet Franc,9. 2-3 Leaves separated,17-05-09
Oliver South,SF11,H 11PNH,Pinot Noir,9. 2-3 Leaves separated,17-05-09
Oliver South,SF01,H 01MEH,Merlot,4. Budburst,17-05-09
Oliver South,SF01,G 01MEG,Merlot,4. Budburst,17-05-09
Oliver South,SF11,U 11SBU,Sauvignon Blanc,4. Budburst,17-05-09
Oliver South,SF11,Q 11CAQ,Cabernet Sauvignon,9. 2-3 Leaves separated,17-05-09
Oliver South,SF11,C 11CHC,Chardonnay,3. Woolly Bud,18-04-23
Oliver South,SF11,E 11CHE,Chardonnay,3. Woolly Bud,18-04-23
Oliver South,SF11,D 11CHD,Chardonnay,3. Woolly Bud,18-04-23
Oliver South,SF17,D 17CAD,Cabernet Sauvignon,3. Woolly Bud,18-05-22
Oliver South,SF04,CB 04CFCB,Cabernet Franc,3. Woolly Bud,18-05-22
Oliver South,SF04,AB 04MEAB (Retired 29/07/18),Merlot,3. Woolly Bud,18-05-22
Oliver South,SF17,C 17MEC,Merlot,3. Woolly Bud,18-05-22
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,3. Woolly Bud,08-02-07
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,3. Woolly Bud,08-02-08
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,3. Woolly Bud,08-02-11
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,3. Woolly Bud,08-02-13
Osoyoos,SF02,Q 02SZQ,Shiraz,3. Woolly Bud,11-04-26
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,11-04-26
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,3. Woolly Bud,11-04-26
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-04-26
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,3. Woolly Bud,11-04-26
Osoyoos,SF03,N 03CHN,Chardonnay,3. Woolly Bud,11-04-26
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,11-04-26
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,3. Woolly Bud,11-04-26
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-04-26
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,3. Woolly Bud,11-04-26
Osoyoos,SF03,M 03CHM,Chardonnay,3. Woolly Bud,11-04-27
Osoyoos,SF19,R 19SBR,Sauvignon Blanc,3. Woolly Bud,11-04-27
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,11-04-27
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,3. Woolly Bud,11-04-27
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,3. Woolly Bud,11-04-27
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,3. Woolly Bud,11-04-27
Osoyoos,SF03,I 03MEI,Merlot,3. Woolly Bud,11-04-27
Osoyoos,SF03,J 03MEJ,Merlot,3. Woolly Bud,11-04-27
Osoyoos,SF19,N 19MEN,Merlot,3. Woolly Bud,11-04-27
Osoyoos,SF19,G 19SBG,Sauvignon Blanc,3. Woolly Bud,11-04-28
Osoyoos,SF19,O 19SBO (Retired Apr. 1St  2015),Sauvignon Blanc,3. Woolly Bud,11-04-28
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-04-28
Osoyoos,SF19,A 19VIA,Viognier,3. Woolly Bud,11-04-28
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,3. Woolly Bud,11-04-28
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-04-28
Osoyoos,SF19,J 19SBJ (Retired Apr. 1St  2015),Sauvignon Blanc,3. Woolly Bud,11-04-28
Osoyoos,SF19,D 19MED,Merlot,3. Woolly Bud,11-04-28
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,3. Woolly Bud,11-04-28
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-05-02
Osoyoos,SF02,K 02SBK,Sauvignon Blanc,3. Woolly Bud,11-05-02
Osoyoos,SF21,E 21SBE,Sauvignon Blanc,3. Woolly Bud,11-05-02
Osoyoos,SF02,F 02CAF (Retired Apr. 1  2015),Cabernet Sauvignon,3. Woolly Bud,11-05-02
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,3. Woolly Bud,11-05-02
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,11-05-02
Osoyoos,SF02,R 02SBR,Sauvignon Blanc,3. Woolly Bud,11-05-02
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-05-02
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,3. Woolly Bud,11-05-02
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,3. Woolly Bud,11-05-02
Osoyoos,SF21,A 21PVA,Petit Verdot,3. Woolly Bud,11-05-02
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,3. Woolly Bud,11-05-03
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,3. Woolly Bud,11-05-03
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,3. Woolly Bud,11-05-03
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-05-03
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,11-05-03
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-05-04
Osoyoos,SF19,A 19VIA,Viognier,3. Woolly Bud,11-05-04
Osoyoos,SF19,N 19MEN,Merlot,3. Woolly Bud,11-05-04
Osoyoos,SF19,R 19SBR,Sauvignon Blanc,3. Woolly Bud,11-05-04
Osoyoos,SF19,J 19SBJ (Retired Apr. 1St  2015),Sauvignon Blanc,3. Woolly Bud,11-05-04
Osoyoos,SF19,D 19MED,Merlot,3. Woolly Bud,11-05-04
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,3. Woolly Bud,11-05-04
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-05-04
Osoyoos,SF19,Bb 19VIBb,Viognier,3. Woolly Bud,11-05-04
Osoyoos,SF19,Ba 19VIBa,Viognier,3. Woolly Bud,11-05-04
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,3. Woolly Bud,11-05-09
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,3. Woolly Bud,11-05-09
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,3. Woolly Bud,11-05-09
Osoyoos,SF21,B 21PVB,Petit Verdot,3. Woolly Bud,11-05-09
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,11-05-09
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,3. Woolly Bud,11-05-09
Osoyoos,SF03,B 03PNB,Pinot Noir,3. Woolly Bud,11-05-09
Osoyoos,SF02,E 02CHE,Chardonnay,3. Woolly Bud,11-05-10
Osoyoos,SF19,A 19VIA,Viognier,3. Woolly Bud,11-05-10
Osoyoos,SF19,Eb 19SBEb,Sauvignon Blanc,3. Woolly Bud,11-05-10
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,3. Woolly Bud,11-05-10
Osoyoos,SF02,D 02CHD,Chardonnay,3. Woolly Bud,11-05-10
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,3. Woolly Bud,11-05-10
Osoyoos,SF21,B 21PVB,Petit Verdot,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,F 02CAF (Retired Apr. 1  2015),Cabernet Sauvignon,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,N 02SBN,Sauvignon Blanc,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,Q 02SZQ,Shiraz,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,R 02SBR,Sauvignon Blanc,16. 10 Leaves separated,11-06-03
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,16. 10 Leaves separated,11-06-03
Osoyoos,SF21,A 21PVA,Petit Verdot,16. 10 Leaves separated,11-06-03
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,16. 10 Leaves separated,11-06-03
Osoyoos,SF21,E 21SBE,Sauvignon Blanc,16. 10 Leaves separated,11-06-03
Osoyoos,SF21,F 21CFF,Cabernet Franc,16. 10 Leaves separated,11-06-03
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,16. 10 Leaves separated,11-06-03
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF03,L 03CAL,Cabernet Sauvignon,29. Berries 4mm,11-06-15
Osoyoos,SF03,M 03CHM,Chardonnay,29. Berries 4mm,11-06-15
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF19,N 19MEN,Merlot,29. Berries 4mm,11-06-15
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,29. Berries 4mm,11-06-15
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,29. Berries 4mm,11-06-15
Osoyoos,SF19,A 19VIA,Viognier,29. Berries 4mm,11-06-15
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,29. Berries 4mm,11-06-15
Osoyoos,SF19,D 19MED,Merlot,29. Berries 4mm,11-06-15
Osoyoos,SF19,A 19VIA,Viognier,29. Berries 4mm,11-06-15
Osoyoos,SF19,Ba 19VIBa,Viognier,29. Berries 4mm,11-06-15
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF19,J 19SBJ (Retired Apr. 1St  2015),Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,29. Berries 4mm,11-06-15
Osoyoos,SF19,Ba 19VIBa,Viognier,29. Berries 4mm,11-06-15
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF03,N 03CHN,Chardonnay,29. Berries 4mm,11-06-15
Osoyoos,SF19,O 19SBO (Retired Apr. 1St  2015),Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,29. Berries 4mm,11-06-15
Osoyoos,SF19,R 19SBR,Sauvignon Blanc,29. Berries 4mm,11-06-15
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,29. Berries 4mm,11-06-16
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,29. Berries 4mm,11-06-16
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,29. Berries 4mm,11-06-16
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF03,J 03MEJ,Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,29. Berries 4mm,11-06-16
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,29. Berries 4mm,11-06-16
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF03,I 03MEI,Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF02,D 02CHD,Chardonnay,29. Berries 4mm,11-06-16
Osoyoos,SF21,F 21CFF,Cabernet Franc,29. Berries 4mm,11-06-16
Osoyoos,SF03,J 03MEJ,Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF03,I 03MEI,Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,29. Berries 4mm,11-06-16
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,29. Berries 4mm,11-06-16
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,29. Berries 4mm,11-06-16
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,29. Berries 4mm,11-06-16
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,29. Berries 4mm,11-06-16
Osoyoos,SF21,F 21CFF,Cabernet Franc,29. Berries 4mm,11-07-05
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,29. Berries 4mm,11-07-05
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,29. Berries 4mm,11-07-05
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,29. Berries 4mm,11-07-05
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,29. Berries 4mm,11-07-05
Osoyoos,SF03,J 03MEJ,Merlot,29. Berries 4mm,11-07-05
Osoyoos,SF03,M 03CHM,Chardonnay,29. Berries 4mm,11-07-05
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,29. Berries 4mm,11-07-05
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,29. Berries 4mm,11-07-05
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,29. Berries 4mm,11-07-05
Osoyoos,SF03,N 03CHN,Chardonnay,29. Berries 4mm,11-07-05
Osoyoos,SF03,I 03MEI,Merlot,29. Berries 4mm,11-07-05
Osoyoos,SF03,L 03CAL,Cabernet Sauvignon,29. Berries 4mm,11-07-05
Osoyoos,SF02,Q 02SZQ,Shiraz,29. Berries 4mm,11-07-05
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,29. Berries 4mm,11-07-05
